name,count_left,count_right,count_total,volume (mm^3)_left,volume (mm^3)_right,volume_total (mm^3),density (cells/mm^3)_left,density (cells/mm^3)_right,density_total (cells/mm^3)
Edinger-Westphal nucleus,348.0,507.0,855.0,0.01075,0.01525,0.026,32372.093023255817,33245.901639344265,32808.99733130004
Trochlear nucleus,30.0,35.0,65.0,0.003453125,0.003640625,0.00709375,8687.782805429864,9613.733905579398,9150.758355504631
Paratrochlear nucleus,25.0,10.0,35.0,0.007953125,0.0080625,0.016015625,3143.418467583497,1240.3100775193798,2191.8642725514383
Ventral tegmental nucleus,37.0,26.0,63.0,0.0186875,0.01909375,0.03778125,1979.933110367893,1361.7021276595744,1670.8176190137337
Anterior tegmental nucleus,30.0,25.0,55.0,0.021578125,0.0215,0.043078124999999995,1390.296886314265,1162.7906976744189,1276.543791994342
Lateral terminal nucleus of the accessory optic tract,4.0,3.0,7.0,0.00890625,0.009015625,0.017921874999999997,449.1228070175439,332.7556325823224,390.93921979993314
Dorsal terminal nucleus of the accessory optic tract,56.0,40.0,96.0,0.005671875,0.00565625,0.011328125,9873.2782369146,7071.823204419889,8472.550720667245
Medial terminal nucleus of the accessory optic tract,136.0,76.0,212.0,0.021546875,0.02146875,0.043015625,6311.820159535896,3540.0291120815136,4925.924635808705
"Midbrain, behavioral state related",5184.0,4705.0,9889.0,0.901578125,0.921734375,1.8233125000000001,5749.917679069687,5104.507467240765,5427.212573155226
"Substantia nigra, compact part",182.0,42.0,224.0,0.098421875,0.09890625,0.19732812500000002,1849.1824099063344,424.6445497630332,1136.9134798346838
Pedunculopontine nucleus,1021.0,874.0,1895.0,0.44528125,0.445140625,0.890421875,2292.9328373920976,1963.4244796237144,2128.178658507906
Midbrain raphe nuclei,3981.0,3789.0,7770.0,0.357875,0.3776875,0.7355625,11123.995808592386,10032.103259970214,10578.049534281301
Interfascicular nucleus raphe,313.0,337.0,650.0,0.042578125,0.04428125,0.086859375,7351.192660550459,7610.444601270289,7480.818630910374
Interpeduncular nucleus,2323.0,1922.0,4245.0,0.175421875,0.18109375,0.356515625,13242.362162643629,10613.287316652286,11927.824739647956
"Interpeduncular nucleus, rostral",490.0,433.0,923.0,0.038875,0.041,0.079875,12604.501607717042,10560.975609756097,11582.73860873657
"Interpeduncular nucleus, caudal",391.0,352.0,743.0,0.0328125,0.035359375,0.06817187499999999,11916.190476190475,9954.927087936368,10935.558782063421
"Interpeduncular nucleus, apical",81.0,200.0,281.0,0.011953125,0.01353125,0.025484375,6776.470588235294,14780.600461893764,10778.53552506453
"Interpeduncular nucleus, lateral",694.0,349.0,1043.0,0.031,0.030984375,0.061984375,22387.09677419355,11263.741805345437,16825.419289769492
"Interpeduncular nucleus, intermediate",283.0,154.0,437.0,0.016546875,0.016328125,0.032875,17102.927289896128,9431.578947368422,13267.253118632274
"Interpeduncular nucleus, dorsomedial",51.0,104.0,155.0,0.009796875,0.009171875,0.01896875,5205.741626794258,11339.01192504259,8272.376775918425
"Interpeduncular nucleus, dorsolateral",56.0,82.0,138.0,0.018875,0.019015625,0.037890625,2966.8874172185438,4312.243221035333,3639.5653191269384
"Interpeduncular nucleus, rostrolateral",231.0,137.0,368.0,0.009671875,0.009453125,0.019125,23883.68336025848,14492.561983471074,19188.122671864778
Rostral linear nucleus raphe,197.0,228.0,425.0,0.026359375,0.029046875,0.055406250000000004,7473.621813870776,7849.381387842926,7661.501600856851
Central linear nucleus raphe,237.0,274.0,511.0,0.04115625,0.04228125,0.0834375,5758.542141230068,6480.413895048042,6119.478018139055
Dorsal nucleus raphe,911.0,1028.0,1939.0,0.072359375,0.080984375,0.15334375,12589.937378535951,12693.80667567046,12641.872027103205
Hindbrain,170663.0,142612.0,313275.0,23.794515625,23.88178125,47.676296875,7172.367056746926,5971.581370212911,6571.974213479918
Pons,70800.0,69588.0,140388.0,8.338546875,8.36934375,16.707890625,8490.688013311672,8314.63040336944,8402.659208340556
"Pons, sensory related",10341.0,7837.0,18178.0,1.919203125,1.923828125,3.84303125,5388.17380260362,4073.648730964467,4730.911266784044
Nucleus of the lateral lemniscus,948.0,573.0,1521.0,0.3616875,0.3621875,0.723875,2621.0471747019183,1582.053494391717,2101.550334546818
Principal sensory nucleus of the trigeminal,1983.0,725.0,2708.0,0.547578125,0.55128125,1.098859375,3621.4010557854185,1315.1181905787655,2468.259623182092
Parabrachial nucleus,3477.0,2967.0,6444.0,0.56046875,0.560875,1.1213437499999999,6203.735712294397,5289.948740806775,5746.842226550586
Koelliker-Fuse subnucleus,592.0,505.0,1097.0,0.08771875,0.087625,0.17534375,6748.842180263627,5763.195435092725,6256.018807678176
Superior olivary complex,3933.0,3572.0,7505.0,0.44946875,0.449484375,0.898953125,8750.330250990753,7946.883581882018,8348.606916436385
"Superior olivary complex, periolivary region",2563.0,2865.0,5428.0,0.182,0.18303125,0.36503125000000003,14082.417582417584,15653.06470889534,14867.741145656462
"Superior olivary complex, medial part",129.0,147.0,276.0,0.098046875,0.097515625,0.1955625,1315.6972111553785,1507.4507290498318,1411.573970102605
"Superior olivary complex, lateral part",1241.0,560.0,1801.0,0.169421875,0.1689375,0.338359375,7324.910080236097,3314.835368109508,5319.872724172803
"Pons, motor related",34215.0,33649.0,67864.0,2.8958125,2.897453125,5.793265625,11815.33680098418,11613.302631082252,11714.319716033217
Barrington's nucleus,192.0,65.0,257.0,0.007671875,0.007859375,0.01553125,25026.47657841141,8270.377733598409,16648.42715600491
Dorsal tegmental nucleus,267.0,310.0,577.0,0.05184375,0.051859375,0.10370312500000001,5150.090415913201,5977.704127749322,5563.897271831262
Posterodorsal tegmental nucleus,75.0,145.0,220.0,0.023875,0.02396875,0.047843750000000004,3141.361256544503,6049.543676662321,4595.452466603412
Pontine central gray,2064.0,1584.0,3648.0,0.27109375,0.27228125,0.5433749999999999,7613.602305475503,5817.514059451395,6715.558182463449
Pontine gray,20166.0,18645.0,38811.0,0.481984375,0.4820625,0.964046875,41839.530586442765,38677.55737067289,40258.54397855783
"Pontine reticular nucleus, caudal part",2913.0,2770.0,5683.0,1.174078125,1.174015625,2.3480937500000003,2481.0955403840776,2359.4234531588963,2420.2594967714867
Supragenual nucleus,91.0,136.0,227.0,0.00859375,0.008765625,0.017359375000000003,10589.090909090908,15515.151515151514,13052.121212121212
Supratrigeminal nucleus,657.0,574.0,1231.0,0.13021875,0.12978125,0.26,5045.356371490281,4422.826872140622,4734.091621815452
Tegmental reticular nucleus,6613.0,8215.0,14828.0,0.3445625,0.3451875,0.68975,19192.454199165608,23798.66014847004,21495.557173817826
Motor nucleus of trigeminal,420.0,435.0,855.0,0.177484375,0.177078125,0.3545625,2366.405493441324,2456.542839495279,2411.4741664683015
Peritrigeminal zone,335.0,255.0,590.0,0.1598125,0.16075,0.3205625,2096.206491982792,1586.3141524105754,1841.2603221966838
Accessory trigeminal nucleus,8.0,31.0,39.0,0.007234375,0.007046875,0.01428125,1105.8315334773215,4399.113082039911,2752.4723077586164
Parvicellular motor 5 nucleus,400.0,449.0,849.0,0.035265625,0.03484375,0.070109375,11342.49003101462,12886.09865470852,12114.294342861569
Intertrigeminal nucleus,14.0,35.0,49.0,0.02209375,0.021953125,0.044046875,633.6633663366337,1594.306049822064,1113.9847080793488
"Pons, behavioral state related",6623.0,8531.0,15154.0,1.72528125,1.73153125,3.4568125,3838.794399463856,4926.853038315076,4382.823718889466
Superior central nucleus raphe,1719.0,3026.0,4745.0,0.2966875,0.30234375,0.59903125,5793.975142195071,10008.475452196382,7901.225297195727
Locus ceruleus,44.0,153.0,197.0,0.007328125,0.00721875,0.014546875,6004.264392324094,21194.805194805194,13599.534793564644
Laterodorsal tegmental nucleus,1052.0,747.0,1799.0,0.102125,0.10184375,0.20396874999999998,10301.101591187273,7334.76526541884,8817.933428303057
Nucleus incertus,286.0,496.0,782.0,0.051921875,0.053953125,0.105875,5508.27565452904,9193.165363452072,7350.7205089905565
Pontine reticular nucleus,2859.0,3520.0,6379.0,1.182078125,1.181421875,2.3635,2418.6218656233063,2979.460660485908,2699.041263054607
Nucleus raphe pontis,230.0,340.0,570.0,0.048296875,0.048015625,0.0963125,4762.21287609188,7081.028311096648,5921.620593594264
Subceruleus nucleus,123.0,106.0,229.0,0.013171875,0.013296875,0.02646875,9338.078291814949,7971.797884841363,8654.938088328156
Sublaterodorsal nucleus,310.0,143.0,453.0,0.023671875,0.0234375,0.047109374999999995,13095.709570957097,6101.333333333333,9598.521452145214
Medulla,99863.0,73024.0,172887.0,15.45596875,15.5124375,30.96840625,6461.128487983,4707.448458696449,5584.288473339724
"Medulla, sensory related",27217.0,17392.0,44609.0,3.966765625,3.969296875,7.9360625,6861.25740035372,4381.632452221151,5621.444926287435
Area postrema,561.0,800.0,1361.0,0.025875,0.027203125,0.053078125000000004,21681.159420289856,29408.38598506605,25544.772702677954
Cochlear nuclei,5202.0,5950.0,11152.0,0.81571875,0.813140625,1.628859375,6377.198023215722,7317.307507542131,6847.252765378927
Dorsal cochlear nucleus,2437.0,1210.0,3647.0,0.306,0.305296875,0.6112968750000001,7964.0522875817,3963.355340600849,5963.703814091275
Ventral cochlear nucleus,2765.0,4740.0,7505.0,0.50971875,0.50784375,1.0175625,5424.560112807308,9333.57947203249,7379.069792419899
Dorsal column nuclei,1342.0,608.0,1950.0,0.207734375,0.207484375,0.41521874999999997,6460.172997367431,2930.3411401460958,4695.257068756763
Cuneate nucleus,1216.0,554.0,1770.0,0.1669375,0.16653125,0.33346875,7284.1632347435425,3326.702946143742,5305.433090443642
Gracile nucleus,126.0,54.0,180.0,0.040796875,0.040953125,0.08175,3088.4718498659518,1318.5806943914536,2203.5262721287027
External cuneate nucleus,1514.0,659.0,2173.0,0.10259375,0.1025625,0.20515624999999998,14757.234236978376,6425.350396099939,10591.292316539158
Nucleus of the trapezoid body,94.0,119.0,213.0,0.07734375,0.077265625,0.154609375,1215.353535353535,1540.1415571284124,1377.7475462409739
Nucleus of the solitary tract,5437.0,5673.0,11110.0,0.423703125,0.425578125,0.84928125,12832.097945937972,13330.102434188788,13081.10019006338
"Spinal nucleus of the trigeminal, caudal part",7984.0,537.0,8521.0,0.84128125,0.84040625,1.6816875,9490.286393521788,638.9766853828133,5064.631539452301
"Spinal nucleus of the trigeminal, interpolar part",3981.0,1948.0,5929.0,0.92271875,0.92325,1.84596875,4314.42408642937,2109.937720010831,3212.1809032201004
"Spinal nucleus of the trigeminal, oral part",766.0,932.0,1698.0,0.498703125,0.500953125,0.99965625,1535.983958392079,1860.4535104956176,1698.2187344438485
Paratrigeminal nucleus,336.0,166.0,502.0,0.05109375,0.051453125,0.10254687500000001,6576.146788990825,3226.2374734284845,4901.192131209655
"Medulla, motor related",49605.0,37536.0,87141.0,8.74534375,8.74478125,17.490125,5672.16125724046,4292.388674673823,4982.274965957142
Abducens nucleus,104.0,75.0,179.0,0.01521875,0.015234375,0.030453124999999998,6833.675564681725,4923.076923076923,5878.376243879324
Facial motor nucleus,2412.0,2874.0,5286.0,0.458546875,0.458765625,0.9173125,5260.09472859236,6264.636763053029,5762.365745822695
Accessory facial motor nucleus,3.0,12.0,15.0,0.002765625,0.00275,0.005515625,1084.7457627118645,4363.636363636364,2724.1910631741143
Nucleus ambiguus,213.0,172.0,385.0,0.02159375,0.021578125,0.043171875,9863.965267727932,7971.035481535119,8917.500374631525
"Nucleus ambiguus, dorsal division",43.0,20.0,63.0,0.010625,0.010609375,0.021234375,4047.0588235294113,1885.125184094256,2966.092003811834
"Nucleus ambiguus, ventral division",170.0,152.0,322.0,0.01096875,0.01096875,0.0219375,15498.5754985755,13857.54985754986,14678.06267806268
Dorsal motor nucleus of the vagus nerve,1652.0,724.0,2376.0,0.087015625,0.08703125,0.174046875,18985.09606751661,8318.850987432674,13651.973527474642
Gigantocellular reticular nucleus,3450.0,2894.0,6344.0,1.306625,1.31015625,2.61678125,2640.390318568832,2208.896839594514,2424.643579081673
Infracerebellar nucleus,4.0,0.0,4.0,0.027125,0.02690625,0.05403125,147.46543778801845,0.0,73.73271889400922
Inferior olivary complex,3748.0,3521.0,7269.0,0.255203125,0.25446875,0.509671875,14686.340537561991,13836.66953211347,14261.50503483773
Intermediate reticular nucleus,6606.0,3341.0,9947.0,1.387890625,1.38815625,2.776046875,4759.741063889671,2406.7895815042434,3583.265322696957
Inferior salivatory nucleus,17.0,17.0,34.0,0.00359375,0.00359375,0.0071875,4730.434782608695,4730.434782608695,4730.434782608695
Linear nucleus of the medulla,207.0,164.0,371.0,0.030859375,0.030828125,0.061687500000000006,6707.848101265822,5319.817536746072,6013.832819005947
Lateral reticular nucleus,5905.0,2198.0,8103.0,0.28496875,0.284796875,0.569765625,20721.570347625835,7717.781313436111,14219.675830530974
"Lateral reticular nucleus, magnocellular part",5779.0,2022.0,7801.0,0.2564375,0.256109375,0.512546875,22535.70558128199,7895.064364590325,15215.384972936157
"Lateral reticular nucleus, parvicellular part",126.0,176.0,302.0,0.02853125,0.0286875,0.05721875,4416.210295728368,6135.076252723311,5275.643274225839
Magnocellular reticular nucleus,1457.0,1284.0,2741.0,0.26578125,0.267015625,0.5327968750000001,5481.951793062904,4808.707355608872,5145.329574335888
Medullary reticular nucleus,6763.0,2486.0,9249.0,1.016015625,1.015984375,2.032,6656.393694732795,2446.8880242375776,4551.640859485186
"Medullary reticular nucleus, dorsal part",4175.0,1243.0,5418.0,0.546171875,0.54640625,1.092578125,7644.113860678015,2274.864169287961,4959.489014982988
"Medullary reticular nucleus, ventral part",2588.0,1243.0,3831.0,0.46984375,0.469578125,0.9394218750000001,5508.214166943798,2647.0568662030414,4077.6355165734194
Parvicellular reticular nucleus,4686.0,4723.0,9409.0,1.12546875,1.121953125,2.247421875,4163.598500624739,4209.62328528654,4186.610892955639
Parasolitary nucleus,39.0,52.0,91.0,0.014015625,0.013953125,0.02796875,2782.608695652174,3726.763717805151,3254.6862067286625
Paragigantocellular reticular nucleus,3871.0,3489.0,7360.0,0.47425,0.474515625,0.9487656250000001,8162.361623616236,7352.761039217623,7757.5613314169295
"Paragigantocellular reticular nucleus, dorsal part",387.0,409.0,796.0,0.119265625,0.1194375,0.23870312500000002,3244.8578540547624,3424.385138670853,3334.6214963628076
"Paragigantocellular reticular nucleus, lateral part",3484.0,3080.0,6564.0,0.354984375,0.355078125,0.7100625,9814.516484000176,8674.147414741474,9244.331949370826
Perihypoglossal nuclei,880.0,2381.0,3261.0,0.135,0.135953125,0.270953125,6518.518518518518,17513.389265601654,12015.953892060086
Nucleus of Roller,58.0,32.0,90.0,0.015125,0.015234375,0.030359375,3834.710743801653,2100.512820512821,2967.611782157237
Nucleus prepositus,822.0,2349.0,3171.0,0.119875,0.12071875,0.24059375,6857.142857142858,19458.45198032617,13157.797418734513
Parapyramidal nucleus,282.0,382.0,664.0,0.047359375,0.047296875,0.09465625,5954.470471791487,8076.643541460191,7015.557006625839
Vestibular nuclei,5742.0,5824.0,11566.0,1.6041875,1.603921875,3.2081093750000003,3579.382085946936,3631.099550905496,3605.240818426216
Lateral vestibular nucleus,85.0,34.0,119.0,0.143515625,0.14403125,0.287546875,592.2700054436581,236.0598828379258,414.16494414079193
Medial vestibular nucleus,3159.0,4384.0,7543.0,0.909296875,0.908359375,1.81765625,3474.112896296933,4826.28365012471,4150.198273210822
Spinal vestibular nucleus,2232.0,1302.0,3534.0,0.37425,0.374609375,0.7488593750000001,5963.927855711422,3475.620437956204,4719.774146833814
Superior vestibular nucleus,266.0,104.0,370.0,0.177125,0.176921875,0.354046875,1501.7642907551165,587.8300803673937,1044.797185561255
Nucleus x,251.0,225.0,476.0,0.028515625,0.028453125,0.05696875,8802.191780821919,7907.7429983525535,8354.967389587237
Hypoglossal nucleus,1257.0,689.0,1946.0,0.141640625,0.13971875,0.28135937499999997,8874.57253171539,4931.335271751286,6902.953901733338
Nucleus y,56.0,9.0,65.0,0.011703125,0.01175,0.023453125,4785.046728971963,765.9574468085107,2775.502087890237
"Medulla, behavioral state related",785.0,1019.0,1804.0,0.100828125,0.124921875,0.22575,7785.526111885944,8157.098186366479,7971.312149126212
Nucleus raphe magnus,108.0,146.0,254.0,0.05384375,0.065796875,0.119640625,2005.8038305281484,2218.9503680835905,2112.3770993058697
Nucleus raphe pallidus,642.0,842.0,1484.0,0.030328125,0.037421875,0.06775,21168.469860896443,22500.208768267225,21834.339314581834
Nucleus raphe obscurus,35.0,31.0,66.0,0.01665625,0.021703125,0.038359375,2101.313320825516,1428.3657307415406,1764.8395257835282
Cerebellum,164716.0,46193.0,210909.0,26.87484375,26.954421875,53.829265625000005,6129.003075599277,1713.744787931943,3921.37393176561
Cerebellar cortex,160456.0,43233.0,203689.0,25.571265625,25.6495,51.220765625,6274.8556271351945,1685.5299323573558,3980.192779746275
Vermal regions,43296.0,18990.0,62286.0,10.09521875,10.172,20.26721875,4288.762935424257,1866.8895005898544,3077.826218007056
Lingula (I),454.0,252.0,706.0,0.059890625,0.06121875,0.121109375,7580.48525958779,4116.385911179173,5848.435585383481
Central lobule,4008.0,2211.0,6219.0,2.027453125,2.047734375,4.0751875,1976.86444661945,1079.7298843996796,1528.2971655095648
Lobule II,739.0,790.0,1529.0,0.66284375,0.6715,1.33434375,1114.893215784263,1176.470588235294,1145.6819020097785
Lobule III,3269.0,1421.0,4690.0,1.364609375,1.376234375,2.74084375,2395.557336692048,1032.5276172526935,1714.0424769723709
Culmen,7539.0,3841.0,11380.0,3.3536875,3.371953125,6.7256406250000005,2247.973312957752,1139.1024304348832,1693.5378716963178
Lobules IV-V,7539.0,3841.0,11380.0,3.3536875,3.371953125,6.7256406250000005,2247.973312957752,1139.1024304348832,1693.5378716963178
Declive (VI),4753.0,2213.0,6966.0,1.66121875,1.671640625,3.332859375,2861.1523918809607,1323.8491377295882,2092.5007648052742
Folium-tuber vermis (VII),1608.0,245.0,1853.0,0.525640625,0.529578125,1.0552187499999999,3059.1242828691184,462.63240197090846,1760.8783424200135
Pyramus (VIII),6083.0,1022.0,7105.0,0.621171875,0.62671875,1.2478906250000001,9792.780782291537,1630.715532286213,5711.748157288875
Uvula (IX),11274.0,4231.0,15505.0,1.090515625,1.10084375,2.191359375,10338.22876219678,3843.4155619269313,7090.822162061856
Nodulus (X),7577.0,4975.0,12552.0,0.755640625,0.7623125,1.517953125,10027.253365315028,6526.19496597524,8276.724165645133
Hemispheric regions,117160.0,24243.0,141403.0,15.476046875,15.4775,30.953546875,7570.408706196168,1566.3382329187532,4568.37346955746
Simple lobule,10869.0,4138.0,15007.0,2.8468125,2.84803125,5.69484375,3817.9542909833367,1452.9334957262145,2635.4438933547754
Ansiform lobule,31522.0,4794.0,36316.0,5.40478125,5.403171875,10.807953125000001,5832.243441859927,887.2566172069069,3359.7500295334166
Crus 1,21175.0,2412.0,23587.0,2.848609375,2.84675,5.695359375000001,7433.451629358623,847.2819882321945,4140.366808795408
Crus 2,10347.0,2382.0,12729.0,2.556171875,2.556421875,5.11259375,4047.849873162383,931.7710911858004,2489.8104821740917
Paramedian lobule,19526.0,6972.0,26498.0,2.441015625,2.441046875,4.8820625,7999.129460713714,2856.1516255192764,5427.640543116495
Copula pyramidis,7854.0,3219.0,11073.0,1.25378125,1.25290625,2.5066875,6264.250641808529,2569.22654827526,4416.738595041894
Paraflocculus,37758.0,2716.0,40474.0,2.86209375,2.864359375,5.726453125,13192.439975105635,948.2050414850617,7070.322508295349
Flocculus,9631.0,2404.0,12035.0,0.6675625,0.667984375,1.335546875,14427.113566145494,3598.886575752614,9013.000070949054
Cerebellar nuclei,251.0,1015.0,1266.0,0.892046875,0.89165625,1.7837031250000002,281.37534812842654,1138.3310552693372,709.8532016988819
Fastigial nucleus,159.0,94.0,253.0,0.25065625,0.2503125,0.50096875,634.3348709637202,375.5305867665418,504.93272886513097
Interposed nucleus,46.0,566.0,612.0,0.430734375,0.430734375,0.86146875,106.79435557006566,1314.0348967968948,710.4146261834802
Dentate nucleus,29.0,9.0,38.0,0.168,0.16809375,0.33609374999999997,172.61904761904762,53.541550474065815,113.08029904655672
Vestibulocerebellar nucleus,17.0,346.0,363.0,0.04265625,0.042515625,0.08517187500000001,398.53479853479854,8138.184490995957,4268.359644765378
fiber tracts,185407.0,113982.0,299389.0,23.43646875,23.49321875,46.9296875,7911.046752723787,4851.697896866516,6381.372324795151
cranial nerves,72935.0,47579.0,120514.0,6.16371875,6.183671875,12.347390625,11832.953928989702,7694.295713256939,9763.624821123321
vomeronasal nerve,70.0,246.0,316.0,0.006796875,0.006671875,0.01346875,10298.850574712644,36871.19437939111,23585.022477051876
olfactory nerve,47553.0,29632.0,77185.0,2.976546875,2.9885,5.9650468750000005,15975.894886587332,9915.34214488874,12945.618515738035
olfactory nerve layer of main olfactory bulb,36688.0,21564.0,58252.0,2.066203125,2.076671875,4.142875,17756.240689065846,10383.922592489484,14070.081640777666
"lateral olfactory tract, general",7418.0,5687.0,13105.0,0.530796875,0.5313125,1.062109375,13975.21415324836,10703.681919774144,12339.448036511252
"lateral olfactory tract, body",5544.0,4634.0,10178.0,0.452328125,0.45278125,0.9051093750000001,12256.589174064731,10234.52274139002,11245.555957727374
dorsal limb,1874.0,1053.0,2927.0,0.07846875,0.07853125,0.157,23882.1186778176,13408.674890569042,18645.396784193323
"anterior commissure, olfactory limb",3447.0,2381.0,5828.0,0.379546875,0.380515625,0.7600625000000001,9081.88217858466,6257.298895413296,7669.590536998978
optic nerve,6891.0,3452.0,10343.0,0.649859375,0.653859375,1.30371875,10603.832559928833,5279.422658733003,7941.627609330918
brachium of the superior colliculus,495.0,187.0,682.0,0.099453125,0.09996875,0.199421875,4977.219167321288,1870.5845576742731,3423.9018624977807
superior colliculus commissure,56.0,56.0,112.0,0.013265625,0.014125,0.027390625000000002,4221.436984687868,3964.601769911504,4093.0193772996863
optic chiasm,2308.0,1702.0,4010.0,0.1520625,0.154703125,0.306765625,15177.96958487464,11001.716998283002,13089.843291578822
optic tract,3841.0,1412.0,5253.0,0.349609375,0.34959375,0.6992031249999999,10986.54748603352,4038.9738088853137,7512.760647459417
oculomotor nerve,460.0,559.0,1019.0,0.1029375,0.105359375,0.208296875,4468.731026108076,5305.650304018983,4887.190665063529
medial longitudinal fascicle,259.0,401.0,660.0,0.07340625,0.07428125,0.1476875,3528.309919114517,5398.40134623475,4463.355632674634
posterior commissure,190.0,154.0,344.0,0.025453125,0.027015625,0.05246875,7464.702271332106,5700.404858299595,6582.55356481585
trochlear nerve,22.0,32.0,54.0,0.00346875,0.00353125,0.007,6342.342342342342,9061.946902654869,7702.144622498605
trigeminal nerve,10054.0,6121.0,16175.0,1.190859375,1.193390625,2.3842499999999998,8442.642524437446,5129.083362792464,6785.862943614955
motor root of the trigeminal nerve,489.0,143.0,632.0,0.029859375,0.029765625,0.059625,16376.766091051804,4804.199475065617,10590.482783058711
sensory root of the trigeminal nerve,9565.0,5978.0,15543.0,1.161,1.163625,2.324625,8238.587424633935,5137.393919862499,6687.990672248217
spinal tract of the trigeminal nerve,4526.0,3448.0,7974.0,0.813609375,0.815421875,1.62903125,5562.866086689328,4228.48602142296,4895.6760540561445
facial nerve,260.0,168.0,428.0,0.053828125,0.05403125,0.10785937500000001,4830.188679245283,3109.3117408906883,3969.750210067986
genu of the facial nerve,176.0,91.0,267.0,0.01440625,0.014421875,0.028828125000000003,12216.919739696312,6309.859154929577,9263.389447312944
vestibulocochlear nerve,5442.0,4313.0,9755.0,0.831171875,0.83034375,1.661515625,6547.382272769997,5194.234315607241,5870.808294188619
vestibular nerve,280.0,111.0,391.0,0.125125,0.125234375,0.250359375,2237.762237762238,886.3381160324391,1562.0501768973386
cochlear nerve,5162.0,4202.0,9364.0,0.706046875,0.705109375,1.41115625,7311.129307101601,5959.359141977086,6635.244224539343
trapezoid body,1566.0,2520.0,4086.0,0.149625,0.15096875,0.30059375,10466.165413533834,16692.196232664042,13579.180823098937
dorsal acoustic stria,7.0,7.0,14.0,0.00603125,0.006046875,0.012078125,1160.6217616580311,1157.6227390180875,1159.1222503380593
lateral lemniscus,1915.0,1360.0,3275.0,0.416703125,0.416953125,0.83365625,4595.597885185046,3261.757541690088,3928.677713437567
inferior colliculus commissure,27.0,16.0,43.0,0.008953125,0.009046875,0.018,3015.706806282723,1768.5664939550952,2392.136650118909
brachium of the inferior colliculus,1647.0,299.0,1946.0,0.124734375,0.12209375,0.246828125,13204.058624577228,2448.937803941644,7826.498214259436
vagus nerve,7.0,5.0,12.0,0.0046875,0.004671875,0.009359375,1493.3333333333337,1070.234113712375,1281.7837235228544
solitary tract,7.0,5.0,12.0,0.0046875,0.004671875,0.009359375,1493.3333333333337,1070.234113712375,1281.7837235228544
dorsal roots,2176.0,3051.0,5227.0,0.3435625,0.3433125,0.686875,6333.636529015827,8886.947023484434,7610.291776250131
cervicothalamic tract,2176.0,3051.0,5227.0,0.3435625,0.3433125,0.686875,6333.636529015827,8886.947023484434,7610.291776250131
dorsal column,206.0,11.0,217.0,0.0111875,0.011109375,0.022296875,18413.40782122905,990.154711673699,9701.781266451375
cuneate fascicle,206.0,11.0,217.0,0.0111875,0.011109375,0.022296875,18413.40782122905,990.154711673699,9701.781266451375
medial lemniscus,1970.0,3040.0,5010.0,0.332375,0.332203125,0.664578125,5927.04024069199,9151.027703306523,7539.033971999257
cerebellum related fiber tracts,17016.0,8166.0,25182.0,4.89825,4.909875,9.808125,3473.8937375593323,1663.178797830902,2568.536267695117
cerebellar commissure,10.0,29.0,39.0,0.0344375,0.03396875,0.06840625,290.3811252268602,853.7258509659614,572.0534880964108
cerebellar peduncles,9094.0,5552.0,14646.0,1.408359375,1.41009375,2.818453125,6457.1587063848665,3937.3268621323937,5197.24278425863
superior cerebelar peduncles,1203.0,1069.0,2272.0,0.426625,0.430109375,0.856734375,2819.8066217404044,2485.4143204853417,2652.610471112873
superior cerebellar peduncle decussation,29.0,37.0,66.0,0.022609375,0.024328125,0.0469375,1282.6537664132688,1520.8734746307002,1401.7636205219846
uncinate fascicle,90.0,52.0,142.0,0.042390625,0.04246875,0.084859375,2123.110947290822,1224.429727740986,1673.770337515904
ventral spinocerebellar tract,568.0,591.0,1159.0,0.142484375,0.142875,0.28535937499999997,3986.402017765106,4136.482939632546,4061.4424786988257
middle cerebellar peduncle,6745.0,3491.0,10236.0,0.54659375,0.54575,1.09234375,12340.06060259562,6396.701786532296,9368.381194563957
inferior cerebellar peduncle,1146.0,992.0,2138.0,0.435140625,0.434234375,0.869375,2633.631369169449,2284.4805872404736,2459.0559782049613
dorsal spinocerebellar tract,0.0,24.0,24.0,0.07328125,0.07353125,0.1468125,0.0,326.3918402039949,163.19592010199744
arbor vitae,7912.0,2585.0,10497.0,3.455453125,3.4658125,6.921265625,2289.7141746062607,745.8568517483274,1517.785513177294
supra-callosal cerebral white matter,5005.0,2773.0,7778.0,0.533921875,0.538359375,1.07228125,9374.030610751808,5150.834421709476,7262.432516230642
lateral forebrain bundle system,51552.0,29541.0,81093.0,6.926859375,6.942875,13.869734375,7442.333849891387,4254.865599625516,5848.599724758451
corpus callosum,24633.0,14995.0,39628.0,3.89753125,3.907078125,7.804609375,6320.154585033795,3837.906363850864,5079.03047444233
"corpus callosum, anterior forceps",5883.0,3093.0,8976.0,0.866140625,0.864375,1.730515625,6792.199592300615,3578.3080260303686,5185.2538091654915
external capsule,3885.0,2078.0,5963.0,0.439015625,0.436546875,0.8755625,8849.343346264724,4760.084469737642,6804.713908001184
"corpus callosum, extreme capsule",661.0,554.0,1215.0,0.04671875,0.04675,0.09346875,14148.494983277593,11850.267379679144,12999.38118147837
genu of corpus callosum,1969.0,1135.0,3104.0,0.41365625,0.416328125,0.829984375,4759.990934501775,2726.215049727904,3743.1029921148393
