id,name,acronym,parent_structure_id,depth,count,volume (mm^3),density (cells/mm^3),side,total_volume
10644,Ventral anterior-lateral complex of the thalamus,VAL,10643.0,7.0,222.0,0.40825,543.7844458052664,right,4382.434796875
10645,Ventral medial nucleus of the thalamus,VM,10643.0,7.0,3022.0,0.463640625,6517.979307788225,right,4382.434796875
10646,Ventral posterior complex of the thalamus,VP,10643.0,7.0,2124.0,1.41740625,1498.511806336398,right,4382.434796875
10647,Ventral posterolateral nucleus of the thalamus,VPL,10646.0,8.0,824.0,0.43796875,1881.412772029968,right,4382.434796875
10648,"Ventral posterolateral nucleus of the thalamus, parvicellular part",VPLpc,10646.0,8.0,220.0,0.0494375,4450.063211125158,right,4382.434796875
10649,Ventral posteromedial nucleus of the thalamus,VPM,10646.0,8.0,303.0,0.82265625,368.31908831908834,right,4382.434796875
10650,"Ventral posteromedial nucleus of the thalamus, parvicellular part",VPMpc,10646.0,8.0,777.0,0.10734375,7238.427947598253,right,4382.434796875
10651,Posterior triangular thalamic nucleus,PoT,10643.0,7.0,759.0,0.140125,5416.592328278323,right,4382.434796875
10652,Subparafascicular nucleus,SPF,10642.0,6.0,1070.0,0.1019375,10496.62783568363,right,4382.434796875
10653,"Subparafascicular nucleus, magnocellular part",SPFm,10652.0,7.0,856.0,0.034859375,24555.80457194084,right,4382.434796875
10654,"Subparafascicular nucleus, parvicellular part",SPFp,10652.0,7.0,214.0,0.067078125,3190.309806662008,right,4382.434796875
10655,Subparafascicular area,SPA,10642.0,6.0,1116.0,0.067234375,16598.652103183824,right,4382.434796875
10656,Peripeduncular nucleus,PP,10642.0,6.0,22.0,0.030875,712.5506072874495,right,4382.434796875
10657,"Geniculate group, dorsal thalamus",GENd,10642.0,6.0,3034.0,0.710671875,4269.199481124816,right,4382.434796875
10658,Medial geniculate complex,MG,10657.0,7.0,1187.0,0.350015625,3391.2771751261103,right,4382.434796875
10659,"Medial geniculate complex, dorsal part",MGd,10658.0,8.0,76.0,0.08615625,882.1182444686253,right,4382.434796875
10660,"Medial geniculate complex, ventral part",MGv,10658.0,8.0,655.0,0.13859375,4726.042841037204,right,4382.434796875
10661,"Medial geniculate complex, medial part",MGm,10658.0,8.0,456.0,0.125265625,3640.264438069104,right,4382.434796875
10662,Dorsal part of the lateral geniculate complex,LGd,10657.0,7.0,1847.0,0.36065625,5121.219998267048,right,4382.434796875
10663,"Dorsal part of the lateral geniculate complex, shell",LGd-sh,10662.0,8.0,646.0,0.1035,6241.545893719807,right,4382.434796875
10664,"Dorsal part of the lateral geniculate complex, core",LGd-co,10662.0,8.0,1140.0,0.20915625,5450.470640968176,right,4382.434796875
10665,"Dorsal part of the lateral geniculate complex, ipsilateral zone",LGd-ip,10662.0,8.0,61.0,0.048,1270.8333333333333,right,4382.434796875
10666,"Thalamus, polymodal association cortex related",DORpm,10641.0,5.0,36032.0,6.356421875,5668.597948433056,right,4382.434796875
10667,Lateral group of the dorsal thalamus,LAT,10666.0,6.0,1123.0,1.540796875,728.8436381336768,right,4382.434796875
10668,Lateral posterior nucleus of the thalamus,LP,10667.0,7.0,371.0,0.602390625,615.8794386947839,right,4382.434796875
10669,Posterior complex of the thalamus,PO,10667.0,7.0,84.0,0.626046875,134.17525644545387,right,4382.434796875
10670,Posterior limiting nucleus of the thalamus,POL,10667.0,7.0,395.0,0.10290625,3838.445186759793,right,4382.434796875
10671,Suprageniculate nucleus,SGN,10667.0,7.0,187.0,0.090875,2057.7716643741405,right,4382.434796875
10672,Ethmoid nucleus of the thalamus,Eth,10667.0,7.0,86.0,0.118578125,725.2602450915799,right,4382.434796875
10674,Anterior group of the dorsal thalamus,ATN,10666.0,6.0,2856.0,1.079328125,2646.090594553904,right,4382.434796875
10675,Anteroventral nucleus of thalamus,AV,10674.0,7.0,713.0,0.20815625,3425.3115147875696,right,4382.434796875
10676,Anteromedial nucleus,AM,10674.0,7.0,839.0,0.2054375,4083.9671432917553,right,4382.434796875
10677,"Anteromedial nucleus, dorsal part",AMd,10676.0,8.0,678.0,0.122453125,5536.812555824933,right,4382.434796875
10678,"Anteromedial nucleus, ventral part",AMv,10676.0,8.0,161.0,0.082984375,1940.1242703822256,right,4382.434796875
10679,Anterodorsal nucleus,AD,10674.0,7.0,104.0,0.07990625,1301.525224872898,right,4382.434796875
10680,Interanteromedial nucleus of the thalamus,IAM,10674.0,7.0,521.0,0.02159375,24127.351664254704,right,4382.434796875
10681,Interanterodorsal nucleus of the thalamus,IAD,10674.0,7.0,408.0,0.056515625,7219.242466132154,right,4382.434796875
10682,Lateral dorsal nucleus of thalamus,LD,10674.0,7.0,271.0,0.50771875,533.7600787837755,right,4382.434796875
10683,Medial group of the dorsal thalamus,MED,10666.0,6.0,6188.0,1.01,6126.732673267326,right,4382.434796875
10684,Intermediodorsal nucleus of the thalamus,IMD,10683.0,7.0,1517.0,0.0910625,16658.88812628689,right,4382.434796875
10685,Mediodorsal nucleus of thalamus,MD,10683.0,7.0,2673.0,0.68928125,3877.9525774130666,right,4382.434796875
10689,Submedial nucleus of the thalamus,SMT,10683.0,7.0,660.0,0.153921875,4287.889554359963,right,4382.434796875
10690,Perireunensis nucleus,PR,10683.0,7.0,1338.0,0.075734375,17667.010521972352,right,4382.434796875
10691,Midline group of the dorsal thalamus,MTN,10666.0,6.0,15657.0,0.60178125,26017.75977566599,right,4382.434796875
10692,Paraventricular nucleus of the thalamus,PVT,10691.0,7.0,8644.0,0.227078125,38066.19417876557,right,4382.434796875
10693,Parataenial nucleus,PT,10691.0,7.0,2039.0,0.114765625,17766.643975493535,right,4382.434796875
10694,Nucleus of reuniens,RE,10691.0,7.0,4117.0,0.21415625,19224.28133664089,right,4382.434796875
10695,Xiphoid thalamic nucleus,Xi,10691.0,7.0,857.0,0.04578125,18719.45392491468,right,4382.434796875
10696,Intralaminar nuclei of the dorsal thalamus,ILM,10666.0,6.0,3558.0,0.805875,4415.076779897627,right,4382.434796875
10697,Rhomboid nucleus,RH,10696.0,7.0,677.0,0.046546875,14544.478012755955,right,4382.434796875
10698,Central medial nucleus of the thalamus,CM,10696.0,7.0,1945.0,0.127234375,15286.749355274467,right,4382.434796875
10699,Paracentral nucleus,PCN,10696.0,7.0,67.0,0.119375,561.2565445026178,right,4382.434796875
10700,Central lateral nucleus of the thalamus,CL,10696.0,7.0,69.0,0.179890625,383.5664031963867,right,4382.434796875
10701,Parafascicular nucleus,PF,10696.0,7.0,413.0,0.245109375,1684.9620705042391,right,4382.434796875
10702,Posterior intralaminar thalamic nucleus,PIL,10696.0,7.0,387.0,0.08771875,4411.827573922337,right,4382.434796875
10703,Reticular nucleus of the thalamus,RT,10666.0,6.0,1177.0,0.72375,1626.2521588946458,right,4382.434796875
10704,"Geniculate group, ventral thalamus",GENv,10666.0,6.0,3338.0,0.26209375,12735.900798855371,right,4382.434796875
10705,Intergeniculate leaflet of the lateral geniculate complex,IGL,10704.0,7.0,389.0,0.034546875,11260.063319764811,right,4382.434796875
10706,Intermediate geniculate nucleus,IntG,10704.0,7.0,115.0,0.011453125,10040.927694406548,right,4382.434796875
10707,Ventral part of the lateral geniculate complex,LGv,10704.0,7.0,2795.0,0.202453125,13805.664891564404,right,4382.434796875
10710,Subgeniculate nucleus,SubG,10704.0,7.0,39.0,0.013640625,2859.106529209622,right,4382.434796875
10711,Epithalamus,EPI,10666.0,6.0,2135.0,0.332796875,6415.324663129724,right,4382.434796875
10712,Medial habenula,MH,10711.0,7.0,1009.0,0.159953125,6308.098075608088,right,4382.434796875
10713,Lateral habenula,LH,10711.0,7.0,1126.0,0.17284375,6514.554330139215,right,4382.434796875
10715,Hypothalamus,HY,10640.0,4.0,98812.0,7.62128125,12965.274047588782,right,4382.434796875
10716,Periventricular zone,PVZ,10715.0,5.0,12088.0,0.3959375,30530.07103393844,right,4382.434796875
10717,Supraoptic nucleus,SO,10716.0,6.0,649.0,0.02359375,27507.28476821192,right,4382.434796875
10718,Accessory supraoptic group,ASO,10716.0,6.0,47.0,0.003015625,15585.492227979274,right,4382.434796875
10720,Paraventricular hypothalamic nucleus,PVH,10716.0,6.0,4136.0,0.095890625,43132.47515072511,right,4382.434796875
10731,"Periventricular hypothalamic nucleus, anterior part",PVa,10716.0,6.0,1622.0,0.02525,64237.62376237624,right,4382.434796875
10732,"Periventricular hypothalamic nucleus, intermediate part",PVi,10716.0,6.0,2289.0,0.103765625,22059.328414395422,right,4382.434796875
10733,Arcuate hypothalamic nucleus,ARH,10716.0,6.0,3345.0,0.144421875,23161.311262577085,right,4382.434796875
10734,Periventricular region,PVR,10715.0,5.0,26593.0,1.0321875,25763.729942476537,right,4382.434796875
10735,Anterodorsal preoptic nucleus,ADP,10734.0,6.0,1701.0,0.049375,34450.6329113924,right,4382.434796875
10737,Anteroventral preoptic nucleus,AVP,10734.0,6.0,499.0,0.046234375,10792.835417370734,right,4382.434796875
10738,Anteroventral periventricular nucleus,AVPV,10734.0,6.0,3650.0,0.09271875,39366.36332996292,right,4382.434796875
10739,Dorsomedial nucleus of the hypothalamus,DMH,10734.0,6.0,4244.0,0.1899375,22344.19216847647,right,4382.434796875
10743,Median preoptic nucleus,MEPO,10734.0,6.0,765.0,0.022328125,34261.72148355493,right,4382.434796875
10744,Medial preoptic area,MPO,10734.0,6.0,3546.0,0.278109375,12750.379234788472,right,4382.434796875
10745,Vascular organ of the lamina terminalis,OV,10734.0,6.0,142.0,0.004578125,31017.064846416382,right,4382.434796875
10746,Posterodorsal preoptic nucleus,PD,10734.0,6.0,87.0,0.00584375,14887.70053475936,right,4382.434796875
10747,Parastrial nucleus,PS,10734.0,6.0,815.0,0.04815625,16924.075275794938,right,4382.434796875
10749,"Periventricular hypothalamic nucleus, posterior part",PVp,10734.0,6.0,1974.0,0.064015625,30836.22162557969,right,4382.434796875
10750,"Periventricular hypothalamic nucleus, preoptic part",PVpo,10734.0,6.0,3943.0,0.072546875,54351.06612104243,right,4382.434796875
10751,Subparaventricular zone,SBPV,10734.0,6.0,2072.0,0.0554375,37375.42277339346,right,4382.434796875
10752,Suprachiasmatic nucleus,SCH,10734.0,6.0,1698.0,0.033078125,51333.0184222957,right,4382.434796875
10753,Subfornical organ,SFO,10734.0,6.0,12.0,0.011171875,1074.125874125874,right,4382.434796875
10754,Ventromedial preoptic nucleus,VMPO,10734.0,6.0,986.0,0.025046875,39366.188396756086,right,4382.434796875
10755,Ventrolateral preoptic nucleus,VLPO,10734.0,6.0,459.0,0.033609375,13656.903765690378,right,4382.434796875
10756,Hypothalamic medial zone,MEZ,10715.0,5.0,23016.0,1.929375,11929.251700680272,right,4382.434796875
10757,Anterior hypothalamic nucleus,AHN,10756.0,6.0,3832.0,0.35571875,10772.5555653167,right,4382.434796875
10762,Mammillary body,MBO,10756.0,6.0,3923.0,0.510859375,7679.217005658357,right,4382.434796875
10763,Lateral mammillary nucleus,LM,10762.0,7.0,140.0,0.038515625,3634.8884381338735,right,4382.434796875
10764,Medial mammillary nucleus,MM,10762.0,7.0,1292.0,0.2724375,4742.372103693508,right,4382.434796875
10765,"Medial mammillary nucleus, median part",MMme,10764.0,8.0,290.0,0.040109375,7230.229840280483,right,4382.434796875
10766,"Medial mammillary nucleus, lateral part",MMl,10764.0,8.0,394.0,0.10684375,3687.62796139222,right,4382.434796875
10767,"Medial mammillary nucleus, medial part",MMm,10764.0,8.0,266.0,0.06790625,3917.165209387943,right,4382.434796875
10768,"Medial mammillary nucleus, posterior part",MMp,10764.0,8.0,286.0,0.01909375,14978.72340425532,right,4382.434796875
10769,"Medial mammillary nucleus, dorsal part",MMd,10764.0,8.0,56.0,0.038484375,1455.1360129922855,right,4382.434796875
10770,Supramammillary nucleus,SUM,10762.0,7.0,1292.0,0.128078125,10087.593021837258,right,4382.434796875
10773,Tuberomammillary nucleus,TM,10762.0,7.0,1199.0,0.071828125,16692.625625407873,right,4382.434796875
10774,"Tuberomammillary nucleus, dorsal part",TMd,10773.0,8.0,722.0,0.01771875,40747.79541446208,right,4382.434796875
10775,"Tuberomammillary nucleus, ventral part",TMv,10773.0,8.0,477.0,0.054109375,8815.477909327174,right,4382.434796875
10776,Medial preoptic nucleus,MPN,10756.0,6.0,3755.0,0.203484375,18453.505336711973,right,4382.434796875
10780,Dorsal premammillary nucleus,PMd,10756.0,6.0,649.0,0.06590625,9847.321005215745,right,4382.434796875
10781,Ventral premammillary nucleus,PMv,10756.0,6.0,1149.0,0.09784375,11743.213030980518,right,4382.434796875
10782,"Paraventricular hypothalamic nucleus, descending division",PVHd,10756.0,6.0,908.0,0.065421875,13879.149749223789,right,4382.434796875
10787,Ventromedial hypothalamic nucleus,VMH,10756.0,6.0,2423.0,0.275203125,8804.405836597967,right,4382.434796875
10792,Posterior hypothalamic nucleus,PH,10756.0,6.0,6377.0,0.3549375,17966.54340552914,right,4382.434796875
10793,Hypothalamic lateral zone,LZ,10715.0,5.0,17156.0,2.84278125,6034.934977849597,right,4382.434796875
10794,Lateral hypothalamic area,LHA,10793.0,6.0,6056.0,1.03534375,5849.265038785427,right,4382.434796875
10795,Lateral preoptic area,LPO,10793.0,6.0,1454.0,0.27771875,5235.512546416113,right,4382.434796875
10796,Preparasubthalamic nucleus,PST,10793.0,6.0,52.0,0.006296875,8258.064516129032,right,4382.434796875
10797,Parasubthalamic nucleus,PSTN,10793.0,6.0,1108.0,0.082875,13369.532428355957,right,4382.434796875
10798,Perifornical nucleus,PeF,10793.0,6.0,1020.0,0.107453125,9492.511269448887,right,4382.434796875
10799,Retrochiasmatic area,RCH,10793.0,6.0,396.0,0.073703125,5372.906508373967,right,4382.434796875
10800,Subthalamic nucleus,STN,10793.0,6.0,61.0,0.097484375,625.7413046962654,right,4382.434796875
10801,Tuberal nucleus,TU,10793.0,6.0,2448.0,0.26165625,9355.786456467216,right,4382.434796875
10802,Zona incerta,ZI,10793.0,6.0,4561.0,0.90025,5066.370452652041,right,4382.434796875
10804,Fields of Forel,FF,10802.0,7.0,660.0,0.12028125,5487.139516757599,right,4382.434796875
10805,Median eminence,ME,10715.0,5.0,1411.0,0.040625,34732.30769230769,right,4382.434796875
10806,Midbrain,MB,10639.0,3.0,96591.0,18.4108125,5246.4278803556335,right,4382.434796875
10807,"Midbrain, sensory related",MBsen,10806.0,4.0,32642.0,3.4318125,9511.591906609116,right,4382.434796875
10808,"Superior colliculus, sensory related",SCs,10807.0,5.0,11774.0,1.081125,10890.507573129842,right,4382.434796875
10809,"Superior colliculus, optic layer",SCop,10808.0,6.0,3199.0,0.322046875,9933.336567852117,right,4382.434796875
10810,"Superior colliculus, superficial gray layer",SCsg,10808.0,6.0,7040.0,0.576546875,12210.629014336431,right,4382.434796875
10811,"Superior colliculus, zonal layer",SCzo,10808.0,6.0,1535.0,0.18253125,8409.518917993493,right,4382.434796875
10812,Inferior colliculus,IC,10807.0,5.0,20314.0,2.223328125,9136.75303774606,right,4382.434796875
10813,"Inferior colliculus, central nucleus",ICc,10812.0,6.0,4954.0,0.562953125,8800.022204335395,right,4382.434796875
10814,"Inferior colliculus, dorsal nucleus",ICd,10812.0,6.0,7837.0,0.661171875,11853.196266099492,right,4382.434796875
10815,"Inferior colliculus, external nucleus",ICe,10812.0,6.0,7523.0,0.999203125,7528.999671613317,right,4382.434796875
10816,Nucleus of the brachium of the inferior colliculus,NB,10807.0,5.0,298.0,0.04390625,6787.188612099644,right,4382.434796875
10817,Nucleus sagulum,SAG,10807.0,5.0,30.0,0.04921875,609.5238095238095,right,4382.434796875
10818,Parabigeminal nucleus,PBG,10807.0,5.0,8.0,0.02215625,361.0719322990127,right,4382.434796875
10819,Midbrain trigeminal nucleus,MEV,10807.0,5.0,27.0,0.00465625,5798.657718120806,right,4382.434796875
10820,Subcommissural organ,SCO,10807.0,5.0,191.0,0.007421875,25734.736842105263,right,4382.434796875
10821,"Midbrain, motor related",MBmot,10806.0,4.0,42641.0,10.657703125,4000.955881382744,right,4382.434796875
10822,"Substantia nigra, reticular part",SNr,10821.0,5.0,333.0,0.774140625,430.1544050862852,right,4382.434796875
10823,Ventral tegmental area,VTA,10821.0,5.0,414.0,0.21378125,1936.5589826048824,right,4382.434796875
10824,Paranigral nucleus,PN,10821.0,5.0,33.0,0.011125,2966.2921348314608,right,4382.434796875
10825,"Midbrain reticular nucleus, retrorubral area",RR,10821.0,5.0,234.0,0.069171875,3382.877795346736,right,4382.434796875
10826,Midbrain reticular nucleus,MRN,10821.0,5.0,6489.0,2.569109375,2525.7780237558004,right,4382.434796875
10830,"Superior colliculus, motor related",SCm,10821.0,5.0,10174.0,2.833859375,3590.1569745323022,right,4382.434796875
10831,"Superior colliculus, motor related, deep gray layer",SCdg,10830.0,6.0,1453.0,0.598640625,2427.165713987419,right,4382.434796875
10832,"Superior colliculus, motor related, deep white layer",SCdw,10830.0,6.0,406.0,0.167015625,2430.9102815979045,right,4382.434796875
10833,"Superior colliculus, motor related, intermediate white layer",SCiw,10830.0,6.0,3693.0,1.047703125,3524.853474117489,right,4382.434796875
10834,"Superior colliculus, motor related, intermediate gray layer",SCig,10830.0,6.0,4622.0,1.0205,4529.152376286134,right,4382.434796875
10838,Periaqueductal gray,PAG,10821.0,5.0,18059.0,2.3488125,7688.566030707006,right,4382.434796875
10839,Precommissural nucleus,PRC,10838.0,6.0,1575.0,0.085609375,18397.517795218104,right,4382.434796875
10840,Interstitial nucleus of Cajal,INC,10838.0,6.0,83.0,0.039921875,2079.0606653620357,right,4382.434796875
10841,Nucleus of Darkschewitsch,ND,10838.0,6.0,146.0,0.0458125,3186.9031377899046,right,4382.434796875
10842,Supraoculomotor periaqueductal gray,Su3,10838.0,6.0,147.0,0.021015625,6994.795539033457,right,4382.434796875
10843,Pretectal region,PRT,10821.0,5.0,4585.0,1.03975,4409.71387352729,right,4382.434796875
10844,Anterior pretectal nucleus,APN,10843.0,6.0,1620.0,0.63775,2540.1803214425718,right,4382.434796875
10845,Medial pretectal area,MPT,10843.0,6.0,110.0,0.022078125,4982.307147912244,right,4382.434796875
10846,Nucleus of the optic tract,NOT,10843.0,6.0,1232.0,0.10275,11990.267639902677,right,4382.434796875
10847,Nucleus of the posterior commissure,NPC,10843.0,6.0,1053.0,0.144828125,7270.687237026648,right,4382.434796875
10848,Olivary pretectal nucleus,OP,10843.0,6.0,77.0,0.029109375,2645.19592055824,right,4382.434796875
10849,Posterior pretectal nucleus,PPT,10843.0,6.0,435.0,0.07215625,6028.583802511909,right,4382.434796875
10850,Retroparafascicular nucleus,RPF,10843.0,6.0,58.0,0.031078125,1866.2644544997488,right,4382.434796875
10852,Cuneiform nucleus,CUN,10821.0,5.0,1049.0,0.275609375,3806.1114575656215,right,4382.434796875
10853,Red nucleus,RN,10821.0,5.0,504.0,0.394328125,1278.123390260332,right,4382.434796875
10854,Oculomotor nucleus,III,10821.0,5.0,24.0,0.016375,1465.648854961832,right,4382.434796875
10855,Medial accesory oculomotor nucleus,MA3,10821.0,5.0,21.0,0.007953125,2640.471512770137,right,4382.434796875
10856,Edinger-Westphal nucleus,EW,10821.0,5.0,507.0,0.01525,33245.901639344265,right,4382.434796875
10857,Trochlear nucleus,IV,10821.0,5.0,35.0,0.003640625,9613.733905579398,right,4382.434796875
10858,Paratrochlear nucleus,Pa4,10821.0,5.0,10.0,0.0080625,1240.3100775193798,right,4382.434796875
10859,Ventral tegmental nucleus,VTN,10821.0,5.0,26.0,0.01909375,1361.7021276595744,right,4382.434796875
10860,Anterior tegmental nucleus,AT,10821.0,5.0,25.0,0.0215,1162.7906976744189,right,4382.434796875
10861,Lateral terminal nucleus of the accessory optic tract,LT,10821.0,5.0,3.0,0.009015625,332.7556325823224,right,4382.434796875
10862,Dorsal terminal nucleus of the accessory optic tract,DT,10821.0,5.0,40.0,0.00565625,7071.823204419889,right,4382.434796875
10863,Medial terminal nucleus of the accessory optic tract,MT,10821.0,5.0,76.0,0.02146875,3540.0291120815136,right,4382.434796875
10865,"Midbrain, behavioral state related",MBsta,10806.0,4.0,4705.0,0.921734375,5104.507467240765,right,4382.434796875
10866,"Substantia nigra, compact part",SNc,10865.0,5.0,42.0,0.09890625,424.6445497630332,right,4382.434796875
10867,Pedunculopontine nucleus,PPN,10865.0,5.0,874.0,0.445140625,1963.4244796237144,right,4382.434796875
10868,Midbrain raphe nuclei,RAmb,10865.0,5.0,3789.0,0.3776875,10032.103259970214,right,4382.434796875
10869,Interfascicular nucleus raphe,IF,10868.0,6.0,337.0,0.04428125,7610.444601270289,right,4382.434796875
10870,Interpeduncular nucleus,IPN,10868.0,6.0,1922.0,0.18109375,10613.287316652286,right,4382.434796875
10871,"Interpeduncular nucleus, rostral",IPR,10870.0,7.0,433.0,0.041,10560.975609756097,right,4382.434796875
10872,"Interpeduncular nucleus, caudal",IPC,10870.0,7.0,352.0,0.035359375,9954.927087936368,right,4382.434796875
10873,"Interpeduncular nucleus, apical",IPA,10870.0,7.0,200.0,0.01353125,14780.600461893764,right,4382.434796875
10874,"Interpeduncular nucleus, lateral",IPL,10870.0,7.0,349.0,0.030984375,11263.741805345437,right,4382.434796875
10875,"Interpeduncular nucleus, intermediate",IPI,10870.0,7.0,154.0,0.016328125,9431.578947368422,right,4382.434796875
10876,"Interpeduncular nucleus, dorsomedial",IPDM,10870.0,7.0,104.0,0.009171875,11339.01192504259,right,4382.434796875
10877,"Interpeduncular nucleus, dorsolateral",IPDL,10870.0,7.0,82.0,0.019015625,4312.243221035333,right,4382.434796875
10878,"Interpeduncular nucleus, rostrolateral",IPRL,10870.0,7.0,137.0,0.009453125,14492.561983471074,right,4382.434796875
10879,Rostral linear nucleus raphe,RL,10868.0,6.0,228.0,0.029046875,7849.381387842926,right,4382.434796875
10880,Central linear nucleus raphe,CLI,10868.0,6.0,274.0,0.04228125,6480.413895048042,right,4382.434796875
10881,Dorsal nucleus raphe,DR,10868.0,6.0,1028.0,0.080984375,12693.80667567046,right,4382.434796875
10882,Hindbrain,HB,10639.0,3.0,142612.0,23.88178125,5971.581370212911,right,4382.434796875
10883,Pons,P,10882.0,4.0,69588.0,8.36934375,8314.63040336944,right,4382.434796875
10884,"Pons, sensory related",P-sen,10883.0,5.0,7837.0,1.923828125,4073.648730964467,right,4382.434796875
10885,Nucleus of the lateral lemniscus,NLL,10884.0,6.0,573.0,0.3621875,1582.053494391717,right,4382.434796875
10889,Principal sensory nucleus of the trigeminal,PSV,10884.0,6.0,725.0,0.55128125,1315.1181905787655,right,4382.434796875
10890,Parabrachial nucleus,PB,10884.0,6.0,2967.0,0.560875,5289.948740806775,right,4382.434796875
10891,Koelliker-Fuse subnucleus,KF,10890.0,7.0,505.0,0.087625,5763.195435092725,right,4382.434796875
10902,Superior olivary complex,SOC,10884.0,6.0,3572.0,0.449484375,7946.883581882018,right,4382.434796875
10903,"Superior olivary complex, periolivary region",POR,10902.0,7.0,2865.0,0.18303125,15653.06470889534,right,4382.434796875
10904,"Superior olivary complex, medial part",SOCm,10902.0,7.0,147.0,0.097515625,1507.4507290498318,right,4382.434796875
10905,"Superior olivary complex, lateral part",SOCl,10902.0,7.0,560.0,0.1689375,3314.835368109508,right,4382.434796875
10906,"Pons, motor related",P-mot,10883.0,5.0,33649.0,2.897453125,11613.302631082252,right,4382.434796875
10907,Barrington's nucleus,B,10906.0,6.0,65.0,0.007859375,8270.377733598409,right,4382.434796875
10908,Dorsal tegmental nucleus,DTN,10906.0,6.0,310.0,0.051859375,5977.704127749322,right,4382.434796875
10910,Posterodorsal tegmental nucleus,PDTg,10906.0,6.0,145.0,0.02396875,6049.543676662321,right,4382.434796875
10911,Pontine central gray,PCG,10906.0,6.0,1584.0,0.27228125,5817.514059451395,right,4382.434796875
10912,Pontine gray,PG,10906.0,6.0,18645.0,0.4820625,38677.55737067289,right,4382.434796875
10913,"Pontine reticular nucleus, caudal part",PRNc,10906.0,6.0,2770.0,1.174015625,2359.4234531588963,right,4382.434796875
10915,Supragenual nucleus,SG,10906.0,6.0,136.0,0.008765625,15515.151515151514,right,4382.434796875
10917,Supratrigeminal nucleus,SUT,10906.0,6.0,574.0,0.12978125,4422.826872140622,right,4382.434796875
10918,Tegmental reticular nucleus,TRN,10906.0,6.0,8215.0,0.3451875,23798.66014847004,right,4382.434796875
10919,Motor nucleus of trigeminal,V,10906.0,6.0,435.0,0.177078125,2456.542839495279,right,4382.434796875
10920,Peritrigeminal zone,P5,10906.0,6.0,255.0,0.16075,1586.3141524105754,right,4382.434796875
10921,Accessory trigeminal nucleus,Acs5,10906.0,6.0,31.0,0.007046875,4399.113082039911,right,4382.434796875
10922,Parvicellular motor 5 nucleus,PC5,10906.0,6.0,449.0,0.03484375,12886.09865470852,right,4382.434796875
10923,Intertrigeminal nucleus,I5,10906.0,6.0,35.0,0.021953125,1594.306049822064,right,4382.434796875
10924,"Pons, behavioral state related",P-sat,10883.0,5.0,8531.0,1.73153125,4926.853038315076,right,4382.434796875
10925,Superior central nucleus raphe,CS,10924.0,6.0,3026.0,0.30234375,10008.475452196382,right,4382.434796875
10928,Locus ceruleus,LC,10924.0,6.0,153.0,0.00721875,21194.805194805194,right,4382.434796875
10929,Laterodorsal tegmental nucleus,LDT,10924.0,6.0,747.0,0.10184375,7334.76526541884,right,4382.434796875
10930,Nucleus incertus,NI,10924.0,6.0,496.0,0.053953125,9193.165363452072,right,4382.434796875
10931,Pontine reticular nucleus,PRNr,10924.0,6.0,3520.0,1.181421875,2979.460660485908,right,4382.434796875
10932,Nucleus raphe pontis,RPO,10924.0,6.0,340.0,0.048015625,7081.028311096648,right,4382.434796875
10933,Subceruleus nucleus,SLC,10924.0,6.0,106.0,0.013296875,7971.797884841363,right,4382.434796875
10934,Sublaterodorsal nucleus,SLD,10924.0,6.0,143.0,0.0234375,6101.333333333333,right,4382.434796875
10935,Medulla,MY,10882.0,4.0,73024.0,15.5124375,4707.448458696449,right,4382.434796875
10936,"Medulla, sensory related",MY-sen,10935.0,5.0,17392.0,3.969296875,4381.632452221151,right,4382.434796875
10937,Area postrema,AP,10936.0,6.0,800.0,0.027203125,29408.38598506605,right,4382.434796875
10938,Cochlear nuclei,CN,10936.0,6.0,5950.0,0.813140625,7317.307507542131,right,4382.434796875
10941,Dorsal cochlear nucleus,DCO,10938.0,7.0,1210.0,0.305296875,3963.355340600849,right,4382.434796875
10942,Ventral cochlear nucleus,VCO,10938.0,7.0,4740.0,0.50784375,9333.57947203249,right,4382.434796875
10943,Dorsal column nuclei,DCN,10936.0,6.0,608.0,0.207484375,2930.3411401460958,right,4382.434796875
10944,Cuneate nucleus,CU,10943.0,7.0,554.0,0.16653125,3326.702946143742,right,4382.434796875
10945,Gracile nucleus,GR,10943.0,7.0,54.0,0.040953125,1318.5806943914536,right,4382.434796875
10946,External cuneate nucleus,ECU,10936.0,6.0,659.0,0.1025625,6425.350396099939,right,4382.434796875
10947,Nucleus of the trapezoid body,NTB,10936.0,6.0,119.0,0.077265625,1540.1415571284124,right,4382.434796875
10948,Nucleus of the solitary tract,NTS,10936.0,6.0,5673.0,0.425578125,13330.102434188788,right,4382.434796875
10954,"Spinal nucleus of the trigeminal, caudal part",SPVC,10936.0,6.0,537.0,0.84040625,638.9766853828133,right,4382.434796875
10955,"Spinal nucleus of the trigeminal, interpolar part",SPVI,10936.0,6.0,1948.0,0.92325,2109.937720010831,right,4382.434796875
10956,"Spinal nucleus of the trigeminal, oral part",SPVO,10936.0,6.0,932.0,0.500953125,1860.4535104956176,right,4382.434796875
10962,Paratrigeminal nucleus,Pa5,10936.0,6.0,166.0,0.051453125,3226.2374734284845,right,4382.434796875
10964,"Medulla, motor related",MY-mot,10935.0,5.0,37536.0,8.74478125,4292.388674673823,right,4382.434796875
10965,Abducens nucleus,VI,10964.0,6.0,75.0,0.015234375,4923.076923076923,right,4382.434796875
