name,acronym,depth,left_count,volume (mm^3),density (cells/mm^3),right_count
"Anteromedial visual area, layer 4",VISam4,8.0,,0.030125,10356.846473029043,312.0
"Anteromedial visual area, layer 5",VISam5,8.0,,0.11346875,9033.32415312586,1025.0
"Anteromedial visual area, layer 6a",VISam6a,8.0,,0.068171875,8845.289938115975,603.0
"Anteromedial visual area, layer 6b",VISam6b,8.0,,0.0123125,12345.17766497462,152.0
Lateral visual area,VISl,7.0,,0.612828125,12099.640498712426,7415.0
"Lateral visual area, layer 1",VISl1,8.0,,0.09240625,10367.264119039568,958.0
"Lateral visual area, layer 2/3",VISl2/3,8.0,,0.150921875,14656.589709079612,2212.0
"Lateral visual area, layer 4",VISl4,8.0,,0.089609375,10579.250217959894,948.0
"Lateral visual area, layer 5",VISl5,8.0,,0.15721875,12568.475452196382,1976.0
"Lateral visual area, layer 6a",VISl6a,8.0,,0.10365625,11895.085921012964,1233.0
"Lateral visual area, layer 6b",VISl6b,8.0,,0.019015625,4627.773212818405,88.0
Primary visual area,VISp,7.0,,3.535171875,7854.49788067235,27767.0
"Primary visual area, layer 1",VISp1,8.0,,0.631125,5173.301643889879,3265.0
"Primary visual area, layer 2/3",VISp2/3,8.0,,1.000015625,7077.889407978,7078.0
"Primary visual area, layer 4",VISp4,8.0,,0.5121875,8754.606467358144,4484.0
"Primary visual area, layer 5",VISp5,8.0,,0.77603125,9700.6402770507,7528.0
"Primary visual area, layer 6a",VISp6a,8.0,,0.53453125,9019.117217187955,4821.0
"Primary visual area, layer 6b",VISp6b,8.0,,0.08128125,7271.049596309112,591.0
Posterolateral visual area,VISpl,7.0,,0.39575,7446.620341124448,2947.0
"Posterolateral visual area, layer 1",VISpl1,8.0,,0.094359375,4101.341281669151,387.0
"Posterolateral visual area, layer 2/3",VISpl2/3,8.0,,0.10425,8287.769784172662,864.0
"Posterolateral visual area, layer 4",VISpl4,8.0,,0.017875,11580.41958041958,207.0
"Posterolateral visual area, layer 5",VISpl5,8.0,,0.121453125,8612.376173935418,1046.0
"Posterolateral visual area, layer 6a",VISpl6a,8.0,,0.05359375,8060.641399416909,432.0
"Posterolateral visual area, layer 6b",VISpl6b,8.0,,0.00421875,2607.4074074074074,11.0
posteromedial visual area,VISpm,7.0,,0.522546875,7566.785276440512,3954.0
"posteromedial visual area, layer 1",VISpm1,8.0,,0.094328125,3106.178565512672,293.0
"posteromedial visual area, layer 2/3",VISpm2/3,8.0,,0.1465625,10214.072494669508,1497.0
"posteromedial visual area, layer 4",VISpm4,8.0,,0.04925,7431.472081218274,366.0
"posteromedial visual area, layer 5",VISpm5,8.0,,0.143078125,7855.847985147974,1124.0
"posteromedial visual area, layer 6a",VISpm6a,8.0,,0.075609375,7194.874974168216,544.0
"posteromedial visual area, layer 6b",VISpm6b,8.0,,0.01371875,9476.082004555808,130.0
Laterointermediate area,VISli,7.0,,0.24634375,13205.124952429278,3253.0
"Laterointermediate area, layer 1",VISli1,8.0,,0.0373125,11604.690117252932,433.0
"Laterointermediate area, layer 2/3",VISli2/3,8.0,,0.0584375,12919.786096256685,755.0
"Laterointermediate area, layer 4",VISli4,8.0,,0.028546875,12680.897646414887,362.0
"Laterointermediate area, layer 5",VISli5,8.0,,0.074296875,12840.3785488959,954.0
"Laterointermediate area, layer 6a",VISli6a,8.0,,0.03953125,18011.06719367589,712.0
"Laterointermediate area, layer 6b",VISli6b,8.0,,0.00821875,4501.90114068441,37.0
Postrhinal area,VISpor,7.0,,0.64153125,15684.34896975011,10062.0
"Postrhinal area, layer 1",VISpor1,8.0,,0.1253125,8602.493765586036,1078.0
"Postrhinal area, layer 2/3",VISpor2/3,8.0,,0.18690625,18410.29928105668,3441.0
"Postrhinal area, layer 4",VISpor4,8.0,,0.03025,15867.768595041323,480.0
"Postrhinal area, layer 5",VISpor5,8.0,,0.19259375,17492.77949050787,3369.0
"Postrhinal area, layer 6a",VISpor6a,8.0,,0.09009375,18147.7627471384,1635.0
"Postrhinal area, layer 6b",VISpor6b,8.0,,0.016375,3603.053435114504,59.0
Anterior cingulate area,ACA,6.0,,2.78553125,11672.818246070656,32515.0
"Anterior cingulate area, dorsal part",ACAd,7.0,,1.573359375,11997.894632305475,18877.0
"Anterior cingulate area, dorsal part, layer 1",ACAd1,8.0,,0.306203125,13755.574832882585,4212.0
"Anterior cingulate area, dorsal part, layer 2/3",ACAd2/3,8.0,,0.30678125,13582.968320260772,4167.0
"Anterior cingulate area, dorsal part, layer 5",ACAd5,8.0,,0.59771875,12065.875464003764,7212.0
"Anterior cingulate area, dorsal part, layer 6a",ACAd6a,8.0,,0.3501875,9060.86025343566,3173.0
"Anterior cingulate area, dorsal part, layer 6b",ACAd6b,8.0,,0.01246875,9062.65664160401,113.0
"Anterior cingulate area, ventral part",ACAv,7.0,,1.212171875,11250.879748385518,13638.0
"Anterior cingulate area, ventral part, layer 1",ACAv1,8.0,,0.239359375,5264.051178275344,1260.0
"Anterior cingulate area, ventral part, layer 2/3",ACAv2/3,8.0,,0.261859375,10765.320126499197,2819.0
"Anterior cingulate area, ventral part, layer 5",ACAv5,8.0,,0.49821875,12697.233895753625,6326.0
"Anterior cingulate area, ventral part, 6a",ACAv6a,8.0,,0.181671875,15406.897738023565,2799.0
"Anterior cingulate area, ventral part, 6b",ACAv6b,8.0,,0.0310625,13971.830985915492,434.0
Prelimbic area,PL,6.0,,1.20953125,16917.29750678207,20462.0
"Prelimbic area, layer 1",PL1,7.0,,0.26446875,18414.273898144867,4870.0
"Prelimbic area, layer 2/3",PL2/3,7.0,,0.211390625,16698.94301130904,3530.0
"Prelimbic area, layer 5",PL5,7.0,,0.490953125,18070.97164316858,8872.0
"Prelimbic area, layer 6a",PL6a,7.0,,0.232,13439.655172413792,3118.0
"Prelimbic area, layer 6b",PL6b,7.0,,0.01071875,6717.201166180757,72.0
Infralimbic area,ILA,6.0,,0.423375,20759.37407735459,8789.0
"Infralimbic area, layer 1",ILA1,7.0,,0.077,13077.922077922078,1007.0
"Infralimbic area, layer 2/3",ILA2/3,7.0,,0.071515625,20233.3406161241,1447.0
"Infralimbic area, layer 5",ILA5,7.0,,0.166921875,28043.05906580549,4681.0
"Infralimbic area, layer 6a",ILA6a,7.0,,0.102484375,16012.196981247142,1641.0
"Infralimbic area, layer 6b",ILA6b,7.0,,0.005453125,2383.954154727794,13.0
Orbital area,ORB,6.0,,2.954953125,12141.986177868728,35879.0
"Orbital area, lateral part",ORBl,7.0,,1.363578125,8107.346251246146,11055.0
"Orbital area, lateral part, layer 1",ORBl1,8.0,,0.187265625,3342.845223195661,626.0
"Orbital area, lateral part, layer 2/3",ORBl2/3,8.0,,0.310640625,10236.909612192543,3180.0
"Orbital area, lateral part, layer 5",ORBl5,8.0,,0.60409375,9291.604159122651,5613.0
"Orbital area, lateral part, layer 6a",ORBl6a,8.0,,0.23884375,6267.695930917179,1497.0
"Orbital area, lateral part, layer 6b",ORBl6b,8.0,,0.022734375,6114.089347079038,139.0
"Orbital area, medial part",ORBm,7.0,,0.703078125,18673.60046225304,13129.0
"Orbital area, medial part, layer 1",ORBm1,8.0,,0.21559375,23252.06551674156,5013.0
"Orbital area, medial part, layer 2/3",ORBm2/3,8.0,,0.15665625,19462.99620985438,3049.0
"Orbital area, medial part, layer 5",ORBm5,8.0,,0.2356875,16021.214531954389,3776.0
"Orbital area, medial part, layer 6a",ORBm6a,8.0,,0.09321875,13806.235333556822,1287.0
"Orbital area, medial part, layer 6b",ORBm6b,8.0,,0.001921875,2081.3008130081303,4.0
"Orbital area, ventrolateral part",ORBvl,7.0,,0.888296875,13165.643524300363,11695.0
"Orbital area, ventrolateral part, layer 1",ORBvl1,8.0,,0.193109375,9248.644712355368,1786.0
"Orbital area, ventrolateral part, layer 2/3",ORBvl2/3,8.0,,0.2616875,17020.3009314545,4454.0
"Orbital area, ventrolateral part, layer 5",ORBvl5,8.0,,0.30940625,13112.210887789111,4057.0
"Orbital area, ventrolateral part, layer 6a",ORBvl6a,8.0,,0.11915625,11388.408077629165,1357.0
"Orbital area, ventrolateral part, layer 6b",ORBvl6b,8.0,,0.0049375,8303.79746835443,41.0
Agranular insular area,AI,6.0,,3.947640625,7358.825880965292,29050.0
"Agranular insular area, dorsal part",AId,7.0,,1.8626875,5277.321075059557,9830.0
"Agranular insular area, dorsal part, layer 1",AId1,8.0,,0.230171875,3940.533568664721,907.0
"Agranular insular area, dorsal part, layer 2/3",AId2/3,8.0,,0.46253125,3660.293223430849,1693.0
"Agranular insular area, dorsal part, layer 5",AId5,8.0,,0.75565625,6344.154501468094,4794.0
"Agranular insular area, dorsal part, layer 6a",AId6a,8.0,,0.3905625,6052.808449351896,2364.0
"Agranular insular area, dorsal part, layer 6b",AId6b,8.0,,0.023765625,3029.585798816568,72.0
"Agranular insular area, posterior part",AIp,7.0,,1.217875,8208.559991788976,9997.0
"Agranular insular area, posterior part, layer 1",AIp1,8.0,,0.211859375,6683.678737370013,1416.0
"Agranular insular area, posterior part, layer 2/3",AIp2/3,8.0,,0.401546875,7142.379080898089,2868.0
"Agranular insular area, posterior part, layer 5",AIp5,8.0,,0.376234375,8624.94289629968,3245.0
"Agranular insular area, posterior part, layer 6a",AIp6a,8.0,,0.217828125,10990.31633311814,2394.0
"Agranular insular area, posterior part, layer 6b",AIp6b,8.0,,0.01040625,7111.11111111111,74.0
"Agranular insular area, ventral part",AIv,7.0,,0.867078125,10636.873119132142,9223.0
"Agranular insular area, ventral part, layer 1",AIv1,8.0,,0.12509375,8921.309018236323,1116.0
"Agranular insular area, ventral part, layer 2/3",AIv2/3,8.0,,0.2971875,9223.133543638276,2741.0
"Agranular insular area, ventral part, layer 5",AIv5,8.0,,0.359796875,12395.8830937595,4460.0
"Agranular insular area, ventral part, layer 6a",AIv6a,8.0,,0.08346875,10710.595282665668,894.0
"Agranular insular area, ventral part, layer 6b",AIv6b,8.0,,0.00153125,7836.734693877551,12.0
Retrosplenial area,RSP,6.0,,5.25715625,7454.6005742172865,39190.0
"Retrosplenial area, lateral agranular part",RSPagl,7.0,,1.1773125,8741.944046291872,10292.0
"Retrosplenial area, lateral agranular part, layer 1",RSPagl1,8.0,,0.252921875,5863.470686353246,1483.0
"Retrosplenial area, lateral agranular part, layer 2/3",RSPagl2/3,8.0,,0.33521875,10443.926540505268,3501.0
"Retrosplenial area, lateral agranular part, layer 5",RSPagl5,8.0,,0.366015625,8770.117395944504,3210.0
"Retrosplenial area, lateral agranular part, layer 6a",RSPagl6a,8.0,,0.205265625,9207.581639643751,1890.0
"Retrosplenial area, lateral agranular part, layer 6b",RSPagl6b,8.0,,0.017890625,11626.200873362444,208.0
"Retrosplenial area, dorsal part",RSPd,7.0,,1.896390625,7709.909449694733,14621.0
"Retrosplenial area, dorsal part, layer 1",RSPd1,8.0,,0.412265625,10420.46617396248,4296.0
"Retrosplenial area, dorsal part, layer 2/3",RSPd2/3,8.0,,0.486953125,7834.429648644313,3815.0
"Retrosplenial area, dorsal part, layer 5",RSPd5,8.0,,0.601875,6323.572170301141,3806.0
"Retrosplenial area, dorsal part, layer 6a",RSPd6a,8.0,,0.379296875,6773.058702368692,2569.0
"Retrosplenial area, dorsal part, layer 6b",RSPd6b,8.0,,0.016,8437.5,135.0
"Retrosplenial area, ventral part",RSPv,7.0,,2.183453125,6538.725213072756,14277.0
"Retrosplenial area, ventral part, layer 1",RSPv1,8.0,,0.48365625,5896.7500161530015,2852.0
"Retrosplenial area, ventral part, layer 2/3",RSPv2/3,8.0,,0.50909375,8652.630286661346,4405.0
"Retrosplenial area, ventral part, layer 5",RSPv5,8.0,,0.83690625,6893.245211157164,5769.0
"Retrosplenial area, ventral part, layer 6a",RSPv6a,8.0,,0.32978125,3535.677058656306,1166.0
"Retrosplenial area, ventral part, layer 6b",RSPv6b,8.0,,0.024015625,3539.362394274561,85.0
Posterior parietal association areas,PTLp,6.0,,1.226875,11398.064187468162,13984.0
Anterior area,VISa,7.0,,0.718921875,12535.437178066111,9012.0
"Anterior area, layer 1",VISa1,8.0,,0.1199375,3843.668577384054,461.0
"Anterior area, layer 2/3",VISa2/3,8.0,,0.212921875,12018.492698319513,2559.0
"Anterior area, layer 4",VISa4,8.0,,0.077625,18099.838969404187,1405.0
"Anterior area, layer 5",VISa5,8.0,,0.1774375,16732.652342374076,2969.0
"Anterior area, layer 6a",VISa6a,8.0,,0.11134375,12160.5388717373,1354.0
"Anterior area, layer 6b",VISa6b,8.0,,0.01965625,13430.842607313196,264.0
Rostrolateral visual area,VISrl,7.0,,0.507953125,9788.30477713864,4972.0
"Rostrolateral area, layer 1",VISrl1,8.0,,0.084875,4441.826215022091,377.0
"Rostrolateral area, layer 2/3",VISrl2/3,8.0,,0.13784375,7827.703468601225,1079.0
"Rostrolateral area, layer 4",VISrl4,8.0,,0.0730625,10990.590248075276,803.0
"Rostrolateral area, layer 5",VISrl5,8.0,,0.122328125,13970.622046238344,1709.0
"Rostrolateral area, layer 6a",VISrl6a,8.0,,0.0756875,11521.056977704377,872.0
"Rostrolateral area, layer 6b",VISrl6b,8.0,,0.01415625,9324.50331125828,132.0
Temporal association areas,TEa,6.0,,1.551015625,14564.650178814283,22590.0
"Temporal association areas, layer 1",TEa1,7.0,,0.26396875,7053.865277613355,1862.0
"Temporal association areas, layer 2/3",TEa2/3,7.0,,0.34825,13964.10624551328,4863.0
"Temporal association areas, layer 4",TEa4,7.0,,0.1559375,15942.284569138275,2486.0
"Temporal association areas, layer 5",TEa5,7.0,,0.47590625,15164.7514610283,7217.0
"Temporal association areas, layer 6a",TEa6a,7.0,,0.263484375,21466.168534661687,5656.0
"Temporal association areas, layer 6b",TEa6b,7.0,,0.04346875,11640.546369518332,506.0
Perirhinal area,PERI,6.0,,0.395,7898.734177215189,3120.0
"Perirhinal area, layer 1",PERI1,7.0,,0.1109375,4741.408450704225,526.0
"Perirhinal area, layer 2/3",PERI2/3,7.0,,0.166546875,9348.719392063043,1557.0
"Perirhinal area, layer 5",PERI5,7.0,,0.084,7547.619047619047,634.0
"Perirhinal area, layer 6a",PERI6a,7.0,,0.027,12555.555555555557,339.0
"Perirhinal area, layer 6b",PERI6b,7.0,,0.006515625,9822.54196642686,64.0
Ectorhinal area,ECT,6.0,,0.85615625,13372.559039310874,11449.0
Ectorhinal area/Layer 1,ECT1,7.0,,0.12846875,6904.402821697884,887.0
Ectorhinal area/Layer 2/3,ECT2/3,7.0,,0.239046875,13637.492646578208,3260.0
Ectorhinal area/Layer 5,ECT5,7.0,,0.264375,14207.092198581558,3756.0
Ectorhinal area/Layer 6a,ECT6a,7.0,,0.194765625,16096.26955475331,3135.0
Ectorhinal area/Layer 6b,ECT6b,7.0,,0.0295,13932.203389830507,411.0
Olfactory areas,OLF,5.0,,23.3463125,21430.365073713463,500320.0
Main olfactory bulb,MOB,6.0,,8.23128125,33937.3654617864,279348.0
Accessory olfactory bulb,AOB,6.0,,0.32590625,13264.550771886086,4323.0
"Accessory olfactory bulb, glomerular layer",AOBgl,7.0,,0.07715625,5287.970838396112,408.0
"Accessory olfactory bulb, granular layer",AOBgr,7.0,,0.11025,29151.927437641723,3214.0
"Accessory olfactory bulb, mitral layer",AOBmi,7.0,,0.1385,5061.3718411552345,701.0
Anterior olfactory nucleus,AON,6.0,,2.43503125,18263.00997163794,44471.0
Taenia tecta,TT,6.0,,0.724765625,16159.706801767814,11712.0
"Taenia tecta, dorsal part",TTd,7.0,,0.364328125,17308.573144057984,6306.0
"Taenia tecta, ventral part",TTv,7.0,,0.3604375,14998.439396566671,5406.0
Dorsal peduncular area,DP,6.0,,0.251671875,15718.87999006643,3956.0
Piriform area,PIR,6.0,,5.783140625,14009.688723417476,81020.0
Nucleus of the lateral olfactory tract,NLOT,6.0,,0.159328125,13883.299009512602,2212.0
"Nucleus of the lateral olfactory tract, molecular layer",NLOT1,7.0,,0.055703125,14559.326788218794,811.0
"Nucleus of the lateral olfactory tract, pyramidal layer",NLOT2,7.0,,0.074671875,14007.951454279138,1046.0
"Nucleus of the lateral olfactory tract, layer 3",NLOT3,7.0,,0.028953125,12261.198057204534,355.0
Cortical amygdalar area,COA,6.0,,1.632734375,12349.222450834968,20163.0
"Cortical amygdalar area, anterior part",COAa,7.0,,0.384109375,17049.83118415165,6549.0
"Cortical amygdalar area, posterior part",COAp,7.0,,1.248625,10903.193512864147,13614.0
"Cortical amygdalar area, posterior part, lateral zone",COApl,8.0,,0.601015625,9385.779279864812,5641.0
"Cortical amygdalar area, posterior part, medial zone",COApm,8.0,,0.647609375,12311.43387941226,7973.0
Piriform-amygdalar area,PAA,6.0,,0.595671875,9018.38784985442,5372.0
Postpiriform transition area,TR,6.0,,0.699109375,7260.666472967838,5076.0
Hippocampal formation,HPF,5.0,,21.32703125,5449.984980914772,116232.0
Hippocampal region,HIP,6.0,,11.8685,3426.0437291991407,40662.0
Ammon's horn,CA,7.0,,8.47478125,3625.22631483851,30723.0
Field CA1,CA1,8.0,,5.105078125,4008.165888744357,20462.0
Field CA2,CA2,8.0,,0.2374375,2244.801263490392,533.0
Field CA3,CA3,8.0,,3.132265625,3105.739156461228,9728.0
Dentate gyrus,DG,7.0,,3.298953125,2756.328949051072,9093.0
"Dentate gyrus, molecular layer",DG-mo,8.0,,2.156515625,1757.0009491584372,3789.0
"Dentate gyrus, polymorph layer",DG-po,8.0,,0.341859375,5677.773207184971,1941.0
"Dentate gyrus, granule cell layer",DG-sg,8.0,,0.800578125,4200.714327536741,3363.0
Fasciola cinerea,FC,7.0,,0.031125,13558.232931726909,422.0
Induseum griseum,IG,7.0,,0.063640625,6662.410999263441,424.0
Retrohippocampal region,RHP,6.0,,9.247609375,8079.169109584065,74713.0
Entorhinal area,ENT,7.0,,5.70525,9200.297971166909,52490.0
"Entorhinal area, lateral part",ENTl,8.0,,3.1900625,10309.82935287318,32889.0
"Entorhinal area, lateral part, layer 1",ENTl1,9.0,,0.49084375,6786.27363595849,3331.0
"Entorhinal area, lateral part, layer 2",ENTl2,9.0,,0.801296875,11707.271415478814,9381.0
"Entorhinal area, lateral part, layer 3",ENTl3,9.0,,0.657828125,10882.781881665518,7159.0
"Entorhinal area, lateral part, layer 5",ENTl5,9.0,,0.714703125,8919.787499180167,6375.0
"Entorhinal area, lateral part, layer 6a",ENTl6a,9.0,,0.525390625,12643.92565055762,6643.0
"Entorhinal area, medial part, dorsal zone",ENTm,8.0,,2.5151875,7793.057177645801,19601.0
"Entorhinal area, medial part, dorsal zone, layer 1",ENTm1,9.0,,0.622875,5023.479831426852,3129.0
"Entorhinal area, medial part, dorsal zone, layer 2",ENTm2,9.0,,0.62978125,8437.850444102616,5314.0
"Entorhinal area, medial part, dorsal zone, layer 3",ENTm3,9.0,,0.491859375,8724.038247720702,4291.0
"Entorhinal area, medial part, dorsal zone, layer 5",ENTm5,9.0,,0.45671875,9728.087581252135,4443.0
"Entorhinal area, medial part, dorsal zone, layer 6",ENTm6,9.0,,0.313953125,7720.897825113224,2424.0
Parasubiculum,PAR,7.0,,0.466046875,4720.555201662923,2200.0
Postsubiculum,POST,7.0,,0.54021875,2682.246775033262,1449.0
Presubiculum,PRE,7.0,,0.4620625,5220.073042066821,2412.0
Subiculum,SUB,7.0,,1.052015625,6603.514087540288,6947.0
Prosubiculum,ProS,7.0,,0.649890625,8442.959151780347,5487.0
Hippocampo-amygdalar transition area,HATA,7.0,,0.21071875,16173.216669138365,3408.0
Area prostriata,APr,7.0,,0.16140625,1982.5750242013555,320.0
Cortical subplate,CTXsp,4.0,,4.45275,7756.330357644152,34537.0
Claustrum,CLA,5.0,,0.27528125,6277.2164831422415,1728.0
Endopiriform nucleus,EP,5.0,,1.394734375,6796.276172658324,9479.0
"Endopiriform nucleus, dorsal part",EPd,6.0,,0.908265625,6239.3641727881095,5667.0
"Endopiriform nucleus, ventral part",EPv,6.0,,0.48646875,7836.0634675917,3812.0
Lateral amygdalar nucleus,LA,5.0,,0.420140625,8344.82502138421,3506.0
Basolateral amygdalar nucleus,BLA,5.0,,0.94975,6754.409055014477,6415.0
"Basolateral amygdalar nucleus, anterior part",BLAa,6.0,,0.3850625,7614.34832007791,2932.0
"Basolateral amygdalar nucleus, posterior part",BLAp,6.0,,0.355421875,5686.200378071833,2021.0
"Basolateral amygdalar nucleus, ventral part",BLAv,6.0,,0.209265625,6986.336145747779,1462.0
Basomedial amygdalar nucleus,BMA,5.0,,0.743,10468.371467025572,7778.0
"Basomedial amygdalar nucleus, anterior part",BMAa,6.0,,0.38415625,11177.74343122102,4294.0
"Basomedial amygdalar nucleus, posterior part",BMAp,6.0,,0.35884375,9708.96107289036,3484.0
Posterior amygdalar nucleus,PA,5.0,,0.48284375,8336.030030418742,4025.0
Cerebral nuclei,CNU,3.0,,27.186828125,5567.034127854883,151350.0
Striatum,STR,4.0,,22.490421875,5641.201428107938,126873.0
Striatum dorsal region,STRd,5.0,,13.0101875,1936.7899194381323,25198.0
Caudoputamen,CP,6.0,,13.0101875,1936.7899194381323,25198.0
Striatum ventral region,STRv,5.0,,4.3243125,7615.777074390438,32933.0
Nucleus accumbens,ACB,6.0,,2.198734375,7895.451218385578,17360.0
Fundus of striatum,FS,6.0,,0.215703125,5164.505613908004,1114.0
Olfactory tubercle,OT,6.0,,1.909875,7570.652529615812,14459.0
Lateral septal complex,LSX,5.0,,1.786109375,19251.340640883205,34385.0
Lateral septal nucleus,LS,6.0,,1.527,21315.651604453175,32549.0
"Lateral septal nucleus, caudal (caudodorsal) part",LSc,7.0,,0.281171875,17071.408724645735,4800.0
"Lateral septal nucleus, rostral (rostroventral) part",LSr,7.0,,0.94175,18480.48845234935,17404.0
"Lateral septal nucleus, ventral part",LSv,7.0,,0.304078125,34020.86223729511,10345.0
Septofimbrial nucleus,SF,6.0,,0.240625,6740.779220779221,1622.0
Septohippocampal nucleus,SH,6.0,,0.018484375,11577.345731191885,214.0
Striatum-like amygdalar nuclei,sAMY,5.0,,2.02428125,10017.876715500872,20279.0
Anterior amygdalar area,AAA,6.0,,0.247453125,9076.46650249416,2246.0
Bed nucleus of the accessory olfactory tract,BA,6.0,,0.01246875,17002.50626566416,212.0
Central amygdalar nucleus,CEA,6.0,,0.6586875,7997.722744093367,5268.0
"Central amygdalar nucleus, capsular part",CEAc,7.0,,0.154875,11454.398708635996,1774.0
"Central amygdalar nucleus, lateral part",CEAl,7.0,,0.12990625,6227.567957661775,809.0
"Central amygdalar nucleus, medial part",CEAm,7.0,,0.37390625,7180.944421228583,2685.0
Intercalated amygdalar nucleus,IA,6.0,,0.09121875,13407.331277834875,1223.0
Medial amygdalar nucleus,MEA,6.0,,1.014453125,11168.579129765114,11330.0
Pallidum,PAL,4.0,,4.69640625,5211.857470805469,24477.0
"Pallidum, dorsal region",PALd,5.0,,0.994328125,818.6432421390072,814.0
"Globus pallidus, external segment",GPe,6.0,,0.7826875,850.9143176555139,666.0
"Globus pallidus, internal segment",GPi,6.0,,0.211640625,699.2986341823552,148.0
"Pallidum, ventral region",PALv,5.0,,1.69628125,4071.258819844881,6906.0
Substantia innominata,SI,6.0,,1.514046875,3761.442326546197,5695.0
Magnocellular nucleus,MA,6.0,,0.182234375,6645.288519248907,1211.0
"Pallidum, medial region",PALm,5.0,,0.766171875,9482.20658713164,7265.0
Medial septal complex,MSC,6.0,,0.586015625,10086.761765097986,5911.0
Medial septal nucleus,MS,7.0,,0.21390625,11495.690284879474,2459.0
Diagonal band nucleus,NDB,7.0,,0.372109375,9276.84232626496,3452.0
Triangular nucleus of septum,TRS,6.0,,0.18015625,7515.698178664355,1354.0
"Pallidum, caudal region",PALc,5.0,,0.6740625,9033.286972647194,6089.0
Bed nuclei of the stria terminalis,BST,6.0,,0.670265625,8956.150779774809,6003.0
Bed nucleus of the anterior commissure,BAC,6.0,,0.003796875,22650.205761316876,86.0
Brain stem,BS,2.0,,60.070484375,6477.50728246063,389107.0
Interbrain,IB,3.0,,17.777890625,8432.046476267484,149904.0
Thalamus,TH,4.0,,10.156609375,5030.418923638086,51092.0
"Thalamus, sensory-motor cortex related",DORsm,5.0,,3.340140625,3403.748906529946,11369.0
Ventral group of the dorsal thalamus,VENT,6.0,,2.429421875,2521.9991896220163,6127.0
Ventral anterior-lateral complex of the thalamus,VAL,7.0,,0.40825,543.7844458052664,222.0
Ventral medial nucleus of the thalamus,VM,7.0,,0.463640625,6517.979307788225,3022.0
Ventral posterior complex of the thalamus,VP,7.0,,1.41740625,1498.511806336398,2124.0
Ventral posterolateral nucleus of the thalamus,VPL,8.0,,0.43796875,1881.412772029968,824.0
"Ventral posterolateral nucleus of the thalamus, parvicellular part",VPLpc,8.0,,0.0494375,4450.063211125158,220.0
Ventral posteromedial nucleus of the thalamus,VPM,8.0,,0.82265625,368.31908831908834,303.0
"Ventral posteromedial nucleus of the thalamus, parvicellular part",VPMpc,8.0,,0.10734375,7238.427947598253,777.0
Posterior triangular thalamic nucleus,PoT,7.0,,0.140125,5416.592328278323,759.0
Subparafascicular nucleus,SPF,6.0,,0.1019375,10496.62783568363,1070.0
"Subparafascicular nucleus, magnocellular part",SPFm,7.0,,0.034859375,24555.80457194084,856.0
"Subparafascicular nucleus, parvicellular part",SPFp,7.0,,0.067078125,3190.309806662008,214.0
Subparafascicular area,SPA,6.0,,0.067234375,16598.652103183824,1116.0
Peripeduncular nucleus,PP,6.0,,0.030875,712.5506072874495,22.0
"Geniculate group, dorsal thalamus",GENd,6.0,,0.710671875,4269.199481124816,3034.0
Medial geniculate complex,MG,7.0,,0.350015625,3391.2771751261103,1187.0
"Medial geniculate complex, dorsal part",MGd,8.0,,0.08615625,882.1182444686253,76.0
"Medial geniculate complex, ventral part",MGv,8.0,,0.13859375,4726.042841037204,655.0
"Medial geniculate complex, medial part",MGm,8.0,,0.125265625,3640.264438069104,456.0
Dorsal part of the lateral geniculate complex,LGd,7.0,,0.36065625,5121.219998267048,1847.0
"Dorsal part of the lateral geniculate complex, shell",LGd-sh,8.0,,0.1035,6241.545893719807,646.0
"Dorsal part of the lateral geniculate complex, core",LGd-co,8.0,,0.20915625,5450.470640968176,1140.0
"Dorsal part of the lateral geniculate complex, ipsilateral zone",LGd-ip,8.0,,0.048,1270.8333333333333,61.0
"Thalamus, polymodal association cortex related",DORpm,5.0,,6.356421875,5668.597948433056,36032.0
Lateral group of the dorsal thalamus,LAT,6.0,,1.540796875,728.8436381336768,1123.0
Lateral posterior nucleus of the thalamus,LP,7.0,,0.602390625,615.8794386947839,371.0
Posterior complex of the thalamus,PO,7.0,,0.626046875,134.17525644545387,84.0
Posterior limiting nucleus of the thalamus,POL,7.0,,0.10290625,3838.445186759793,395.0
Suprageniculate nucleus,SGN,7.0,,0.090875,2057.7716643741405,187.0
Ethmoid nucleus of the thalamus,Eth,7.0,,0.118578125,725.2602450915799,86.0
Anterior group of the dorsal thalamus,ATN,6.0,,1.079328125,2646.090594553904,2856.0
Anteroventral nucleus of thalamus,AV,7.0,,0.20815625,3425.3115147875696,713.0
Anteromedial nucleus,AM,7.0,,0.2054375,4083.9671432917553,839.0
"Anteromedial nucleus, dorsal part",AMd,8.0,,0.122453125,5536.812555824933,678.0
"Anteromedial nucleus, ventral part",AMv,8.0,,0.082984375,1940.1242703822256,161.0
Anterodorsal nucleus,AD,7.0,,0.07990625,1301.525224872898,104.0
Interanteromedial nucleus of the thalamus,IAM,7.0,,0.02159375,24127.351664254704,521.0
Interanterodorsal nucleus of the thalamus,IAD,7.0,,0.056515625,7219.242466132154,408.0
Lateral dorsal nucleus of thalamus,LD,7.0,,0.50771875,533.7600787837755,271.0
Medial group of the dorsal thalamus,MED,6.0,,1.01,6126.732673267326,6188.0
Intermediodorsal nucleus of the thalamus,IMD,7.0,,0.0910625,16658.88812628689,1517.0
