name,acronym,count_left,count_right,count_total,volume (mm^3)_left,volume (mm^3)_right,volume_total (mm^3),density (cells/mm^3)_left,density (cells/mm^3)_right,density_total (cells/mm^3),RGB,parent_region
Periventricular zone,PVZ,11667.0,12088.0,23755.0,0.38225,0.3959375,0.7781875,30521.90974493133,30530.07103393844,30525.990389434883,FF5C4E,HY
Supraoptic nucleus,SO,737.0,649.0,1386.0,0.02325,0.02359375,0.04684375,31698.9247311828,27507.28476821192,29603.10474969736,FE5B50,PVZ
Accessory supraoptic group,ASO,36.0,47.0,83.0,0.003046875,0.003015625,0.0060625,11815.384615384615,15585.492227979274,13700.438421681944,FE5D4E,PVZ
Paraventricular hypothalamic nucleus,PVH,4077.0,4136.0,8213.0,0.092796875,0.095890625,0.1886875,43934.66913621822,43132.47515072511,43533.57214347167,FF5D4F,PVZ
"Periventricular hypothalamic nucleus, anterior part",PVa,1171.0,1622.0,2793.0,0.024609375,0.02525,0.049859375,47583.49206349206,64237.62376237624,55910.55791293415,FF5D50,PVZ
"Periventricular hypothalamic nucleus, intermediate part",PVi,2187.0,2289.0,4476.0,0.096640625,0.103765625,0.20040625,22630.23443815684,22059.328414395422,22344.78142627613,FD5D50,PVZ
Arcuate hypothalamic nucleus,ARH,3459.0,3345.0,6804.0,0.14190625,0.144421875,0.286328125,24375.24774278793,23161.311262577085,23768.279502682508,FF5B4F,PVZ
Periventricular region,PVR,25167.0,26593.0,51760.0,1.01753125,1.0321875,2.0497187500000003,24733.39270906913,25763.729942476537,25248.561325772836,FF5446,HY
Anterodorsal preoptic nucleus,ADP,1280.0,1701.0,2981.0,0.050390625,0.049375,0.099765625,25401.550387596897,34450.6329113924,29926.09164949465,FF5547,PVR
Anteroventral preoptic nucleus,AVP,493.0,499.0,992.0,0.045921875,0.046234375,0.09215625,10735.6243620279,10792.835417370734,10764.229889699316,FE5447,PVR
Anteroventral periventricular nucleus,AVPV,3138.0,3650.0,6788.0,0.090265625,0.09271875,0.182984375,34764.06439328371,39366.36332996292,37065.21386162331,FE5446,PVR
Dorsomedial nucleus of the hypothalamus,DMH,4752.0,4244.0,8996.0,0.186125,0.1899375,0.3760625,25531.22901276024,22344.19216847647,23937.71059061836,FE5445,PVR
Median preoptic nucleus,MEPO,539.0,765.0,1304.0,0.01821875,0.022328125,0.0405468749999999,29584.90566037736,34261.72148355493,31923.313571966144,FF5445,PVR
Medial preoptic area,MPO,3620.0,3546.0,7166.0,0.27884375,0.278109375,0.5569531249999999,12982.180880869662,12750.379234788472,12866.280057829066,FF5346,PVR
Vascular organ of the lamina terminalis,OV,139.0,142.0,281.0,0.004171875,0.004578125,0.00875,33318.35205992509,31017.064846416382,32167.708453170737,FD5447,PVR
Posterodorsal preoptic nucleus,PD,86.0,87.0,173.0,0.005765625,0.00584375,0.011609375,14915.989159891598,14887.70053475936,14901.84484732548,FE5346,PVR
Parastrial nucleus,PS,905.0,815.0,1720.0,0.048296875,0.04815625,0.096453125,18738.27240375283,16924.075275794938,17831.173839773885,FD5446,PVR
"Periventricular hypothalamic nucleus, posterior part",PVp,2182.0,1974.0,4156.0,0.062953125,0.064015625,0.12696875,34660.709853561675,30836.22162557969,32748.46573957068,FF5447,PVR
"Periventricular hypothalamic nucleus, preoptic part",PVpo,3026.0,3943.0,6969.0,0.070546875,0.072546875,0.14309375,42893.46622369879,54351.06612104243,48622.26617237061,FE5547,PVR
Subparaventricular zone,SBPV,1554.0,2072.0,3626.0,0.0540625,0.0554375,0.1095,28744.50867052023,37375.42277339346,33059.96572195685,FD5547,PVR
Suprachiasmatic nucleus,SCH,2026.0,1698.0,3724.0,0.033,0.033078125,0.066078125,61393.93939393939,51333.0184222957,56363.47890811755,FF5545,PVR
Subfornical organ,SFO,14.0,12.0,26.0,0.010421875,0.011171875,0.02159375,1343.328335832084,1074.125874125874,1208.7271049789788,FF5347,PVR
Ventromedial preoptic nucleus,VMPO,1071.0,986.0,2057.0,0.025109375,0.025046875,0.05015625,42653.39141257,39366.188396756086,41009.78990466305,FD5545,PVR
Ventrolateral preoptic nucleus,VLPO,342.0,459.0,801.0,0.0334375,0.033609375,0.067046875,10228.037383177569,13656.903765690378,11942.470574433974,FE5546,PVR
Hypothalamic medial zone,MEZ,27095.0,23016.0,50111.0,1.916609375,1.929375,3.845984375,14136.94431083538,11929.251700680272,13033.098005757827,FF4C3C,HY
Anterior hypothalamic nucleus,AHN,4294.0,3832.0,8126.0,0.3546875,0.35571875,0.7104062499999999,12106.431718061674,10772.5555653167,11439.493641689189,FF4B3E,MEZ
Mammillary body,MBO,7826.0,3923.0,11749.0,0.50525,0.510859375,1.016109375,15489.36170212766,7679.217005658357,11584.28935389301,FE4C3D,MEZ
Lateral mammillary nucleus,LM,782.0,140.0,922.0,0.03884375,0.038515625,0.077359375,20131.93885760257,3634.8884381338735,11883.41364786822,FF4B3D,MBO
Medial mammillary nucleus,MM,3745.0,1292.0,5037.0,0.268203125,0.2724375,0.540640625,13963.297407515294,4742.372103693508,9352.8347556044,FF4A3E,MBO
"Medial mammillary nucleus, median part",MMme,343.0,290.0,633.0,0.0375,0.040109375,0.077609375,9146.666666666668,7230.229840280483,8188.448253473575,,
"Medial mammillary nucleus, lateral part",MMl,1729.0,394.0,2123.0,0.106578125,0.10684375,0.2134218749999999,16222.841225626742,3687.62796139222,9955.234593509482,,
"Medial mammillary nucleus, medial part",MMm,852.0,266.0,1118.0,0.0681875,0.06790625,0.13609375,12494.958753437211,3917.165209387943,8206.061981412577,,
"Medial mammillary nucleus, posterior part",MMp,708.0,286.0,994.0,0.01821875,0.01909375,0.0373125,38861.063464837054,14978.72340425532,26919.893434546186,,
"Medial mammillary nucleus, dorsal part",MMd,113.0,56.0,169.0,0.03771875,0.038484375,0.076203125,2995.8574979287487,1455.1360129922855,2225.4967554605173,,
Supramammillary nucleus,SUM,1440.0,1292.0,2732.0,0.1266875,0.128078125,0.254765625,11366.55155402072,10087.593021837258,10727.07228792899,FF493D,MBO
Tuberomammillary nucleus,TM,1859.0,1199.0,3058.0,0.071515625,0.071828125,0.14334375,25994.31942320297,16692.625625407873,21343.47252430542,FF4B3C,MBO
"Tuberomammillary nucleus, dorsal part",TMd,655.0,722.0,1377.0,0.017328125,0.01771875,0.035046875,37799.81965734896,40747.79541446208,39273.80753590552,FC4C3D,TM
"Tuberomammillary nucleus, ventral part",TMv,1204.0,477.0,1681.0,0.0541875,0.054109375,0.108296875,22219.14648212226,8815.477909327174,15517.312195724717,FF4C3E,TM
Medial preoptic nucleus,MPN,3228.0,3755.0,6983.0,0.201140625,0.203484375,0.404625,16048.47354928921,18453.505336711973,17250.98944300059,FD4C3E,MEZ
Dorsal premammillary nucleus,PMd,617.0,649.0,1266.0,0.065859375,0.06590625,0.131765625,9368.446026097272,9847.321005215745,9607.883515656507,FC4C3E,MEZ
Ventral premammillary nucleus,PMv,1432.0,1149.0,2581.0,0.09790625,0.09784375,0.1957499999999999,14626.236833705714,11743.213030980518,13184.724932343115,FF4B3B,MEZ
"Paraventricular hypothalamic nucleus, descending division",PVHd,1095.0,908.0,2003.0,0.06534375,0.065421875,0.130765625,16757.532281205164,13879.149749223789,15318.341015214475,FF4C3D,MEZ
Ventromedial hypothalamic nucleus,VMH,2724.0,2423.0,5147.0,0.2743125,0.275203125,0.549515625,9930.280246069718,8804.405836597967,9367.343041333845,FF4A3D,MEZ
Posterior hypothalamic nucleus,PH,5879.0,6377.0,12256.0,0.352109375,0.3549375,0.7070468750000001,16696.516529842465,17966.54340552914,17331.529967685805,FD4B3C,MEZ
Hypothalamic lateral zone,LZ,22621.0,17156.0,39777.0,2.8434375,2.84278125,5.68621875,7955.511594680735,6034.934977849597,6995.223286265165,F1483B,HY
Lateral hypothalamic area,LHA,8585.0,6056.0,14641.0,1.0360625,1.03534375,2.07140625,8286.17964649816,5849.265038785427,7067.722342641793,F2483A,LZ
Lateral preoptic area,LPO,1737.0,1454.0,3191.0,0.277265625,0.27771875,0.5549843750000001,6264.750633981403,5235.512546416113,5750.131590198758,F2473B,LZ
Preparasubthalamic nucleus,PST,60.0,52.0,112.0,0.006453125,0.006296875,0.01275,9297.820823244552,8258.064516129032,8777.942669686792,F2473A,LZ
Parasubthalamic nucleus,PSTN,1429.0,1108.0,2537.0,0.0831875,0.082875,0.1660625,17178.061607813674,13369.532428355957,15273.797018084815,F1483A,LZ
Perifornical nucleus,PeF,1080.0,1020.0,2100.0,0.107046875,0.107453125,0.2145,10089.03809662823,9492.511269448887,9790.77468303856,F2463A,LZ
Retrochiasmatic area,RCH,916.0,396.0,1312.0,0.0739375,0.073703125,0.147640625,12388.841927303463,5372.906508373967,8880.874217838715,F2483B,LZ
Subthalamic nucleus,STN,191.0,61.0,252.0,0.09725,0.097484375,0.194734375,1964.0102827763496,625.7413046962654,1294.8757937363075,F1473B,LZ
Tuberal nucleus,TU,2730.0,2448.0,5178.0,0.26178125,0.26165625,0.5234375,10428.554375074607,9355.786456467216,9892.170415770912,F24839,LZ
Zona incerta,ZI,5893.0,4561.0,10454.0,0.900453125,0.90025,1.800703125,6544.482812472887,5066.370452652041,5805.426632562465,F0483B,LZ
Fields of Forel,FF,863.0,660.0,1523.0,0.120953125,0.12028125,0.241234375,7134.995478620333,5487.139516757599,6311.067497688966,F24739,ZI
Median eminence,ME,1298.0,1411.0,2709.0,0.038703125,0.040625,0.079328125,33537.343560758985,34732.30769230769,34134.82562653333,F1473A,HY
Midbrain,MB,141526.0,96591.0,238117.0,18.33484375,18.4108125,36.74565625,7718.964062619841,5246.4278803556335,6482.695971487738,FF64FF,BS
"Midbrain, sensory related",MBsen,50410.0,32642.0,83052.0,3.427421875,3.4318125,6.859234375,14707.848008935289,9511.591906609116,12109.719957772202,FE7AFF,MB
"Superior colliculus, sensory related",SCs,22513.0,11774.0,34287.0,1.07721875,1.081125,2.15834375,20899.190624002786,10890.507573129842,15894.849098566314,FF79FF,MBsen
"Superior colliculus, optic layer",SCop,4704.0,3199.0,7903.0,0.321,0.322046875,0.643046875,14654.205607476635,9933.336567852117,12293.771087664376,FD7AFF,SCs
"Superior colliculus, superficial gray layer",SCsg,13330.0,7040.0,20370.0,0.5754375,0.576546875,1.151984375,23164.983164983165,12210.629014336431,17687.806089659796,FF78FF,SCs
"Superior colliculus, zonal layer",SCzo,4479.0,1535.0,6014.0,0.18078125,0.18253125,0.3633125,24775.79948141746,8409.518917993493,16592.65919970548,FF7AFD,SCs
Inferior colliculus,IC,27338.0,20314.0,47652.0,2.2235625,2.223328125,4.446890625,12294.68476824915,9136.75303774606,10715.718902997603,FF7AFF,MBsen
"Inferior colliculus, central nucleus",ICc,5983.0,4954.0,10937.0,0.56334375,0.562953125,1.126296875,10620.513673933545,8800.022204335395,9710.26793913447,FE7AFE,IC
"Inferior colliculus, dorsal nucleus",ICd,11887.0,7837.0,19724.0,0.661453125,0.661171875,1.322625,17971.03914204049,11853.196266099492,14912.117704069991,FE79FF,IC
"Inferior colliculus, external nucleus",ICe,9468.0,7523.0,16991.0,0.998765625,0.999203125,1.99796875,9479.701506547144,7528.999671613317,8504.35058908023,FE79FE,IC
Nucleus of the brachium of the inferior colliculus,NB,291.0,298.0,589.0,0.043703125,0.04390625,0.087609375,6658.56274579907,6787.188612099644,6722.875678949357,FE7AFD,MBsen
Nucleus sagulum,SAG,50.0,30.0,80.0,0.049,0.04921875,0.09821875,1020.408163265306,609.5238095238095,814.9659863945578,FF7AFE,MBsen
Parabigeminal nucleus,PBG,16.0,8.0,24.0,0.02240625,0.02215625,0.0445625,714.0864714086472,361.0719322990127,537.57920185383,FF79FD,MBsen
Midbrain trigeminal nucleus,MEV,36.0,27.0,63.0,0.0048125,0.00465625,0.00946875,7480.519480519481,5798.657718120806,6639.588599320143,FF79FE,MBsen
Subcommissural organ,SCO,166.0,191.0,357.0,0.00671875,0.007421875,0.014140625,24706.97674418605,25734.736842105263,25220.856793145656,FF78FE,MBsen
"Midbrain, motor related",MBmot,62746.0,42641.0,105387.0,10.63796875,10.657703125,21.295671875,5898.306478856689,4000.955881382744,4949.631180119716,FE8EFE,MB
"Substantia nigra, reticular part",SNr,2463.0,333.0,2796.0,0.773984375,0.774140625,1.548125,3182.234783486424,430.1544050862852,1806.194594286355,FF8DFD,MBmot
Ventral tegmental area,VTA,642.0,414.0,1056.0,0.213796875,0.21378125,0.427578125,3002.850252137689,1936.5589826048824,2469.7046173712856,FE8DFF,MBmot
Paranigral nucleus,PN,60.0,33.0,93.0,0.01084375,0.011125,0.02196875,5533.14121037464,2966.2921348314608,4249.71667260305,FF8EFE,MBmot
"Midbrain reticular nucleus, retrorubral area",RR,395.0,234.0,629.0,0.069046875,0.069171875,0.13821875,5720.751301199367,3382.877795346736,4551.814548273052,FD8FFF,MBmot
Midbrain reticular nucleus,MRN,8431.0,6489.0,14920.0,2.57221875,2.569109375,5.141328125,3277.715007714643,2525.7780237558004,2901.7465157352217,FF8FFD,MBmot
"Superior colliculus, motor related",SCm,19739.0,10174.0,29913.0,2.823328125,2.833859375,5.6571875,6991.394243274503,3590.1569745323022,5290.775608903403,FE8FFD,MBmot
"Superior colliculus, motor related, deep gray layer",SCdg,2812.0,1453.0,4265.0,0.59640625,0.598640625,1.195046875,4714.906995022268,2427.165713987419,3571.036354504844,FF8FFF,SCm
"Superior colliculus, motor related, deep white layer",SCdw,1000.0,406.0,1406.0,0.16553125,0.167015625,0.332546875,6041.155370964697,2430.9102815979045,4236.032826281301,FF8FFE,SCm
"Superior colliculus, motor related, intermediate white layer",SCiw,7207.0,3693.0,10900.0,1.0450625,1.047703125,2.092765625,6896.238263261766,3524.853474117489,5210.545868689627,FF90FE,SCm
"Superior colliculus, motor related, intermediate gray layer",SCig,8720.0,4622.0,13342.0,1.016328125,1.0205,2.036828125,8579.906218771619,4529.152376286134,6554.529297528877,FF90FF,SCm
Periaqueductal gray,PAG,22195.0,18059.0,40254.0,2.34271875,2.3488125,4.691531250000001,9474.035242173222,7688.566030707006,8581.300636440114,FC8FFF,MBmot
Precommissural nucleus,PRC,1788.0,1575.0,3363.0,0.085765625,0.085609375,0.171375,20847.51320823465,18397.517795218104,19622.51550172637,FE90FE,PAG
Interstitial nucleus of Cajal,INC,113.0,83.0,196.0,0.039546875,0.039921875,0.07946875,2857.368629000395,2079.060665362036,2468.2146471812152,FF90FD,PAG
Nucleus of Darkschewitsch,ND,237.0,146.0,383.0,0.045921875,0.0458125,0.091734375,5160.939094930248,3186.9031377899046,4173.921116360076,FD8FFD,PAG
Supraoculomotor periaqueductal gray,Su3,233.0,147.0,380.0,0.020953125,0.021015625,0.04196875,11120.05965697241,6994.795539033457,9057.427598002934,FD90FC,PAG
Pretectal region,PRT,5827.0,4585.0,10412.0,1.039640625,1.03975,2.0793906250000003,5604.821377579391,4409.71387352729,5007.267625553341,FD8EFD,MBmot
Anterior pretectal nucleus,APN,2121.0,1620.0,3741.0,0.63828125,0.63775,1.27603125,3322.986536107711,2540.180321442572,2931.5834287751413,FE8EFF,PRT
Medial pretectal area,MPT,211.0,110.0,321.0,0.022,0.022078125,0.0440781249999999,9590.909090909092,4982.307147912244,7286.608119410668,FF90FC,PRT
Nucleus of the optic tract,NOT,1238.0,1232.0,2470.0,0.102859375,0.10275,0.2056093749999999,12035.849916451463,11990.267639902677,12013.05877817707,FF8FFC,PRT
Nucleus of the posterior commissure,NPC,1331.0,1053.0,2384.0,0.143984375,0.144828125,0.2888125,9244.05860010852,7270.687237026648,8257.372918567584,FF8DFE,PRT
Olivary pretectal nucleus,OP,186.0,77.0,263.0,0.02921875,0.029109375,0.058328125,6365.775401069518,2645.19592055824,4505.485660813879,FE90FC,PRT
Posterior pretectal nucleus,PPT,551.0,435.0,986.0,0.071984375,0.07215625,0.144140625,7654.438897330149,6028.583802511909,6841.511349921029,FC8FFE,PRT
Retroparafascicular nucleus,RPF,189.0,58.0,247.0,0.0313125,0.031078125,0.062390625,6035.928143712575,1866.2644544997488,3951.0962991061615,FD8DFF,PRT
Cuneiform nucleus,CUN,1445.0,1049.0,2494.0,0.275515625,0.275609375,0.551125,5244.711620257472,3806.1114575656215,4525.411538911547,FC90FF,MBmot
Red nucleus,RN,792.0,504.0,1296.0,0.39384375,0.394328125,0.788171875,2010.9497738633656,1278.123390260332,1644.5365820618488,FE90FD,MBmot
Oculomotor nucleus,III,15.0,24.0,39.0,0.0161875,0.016375,0.0325625,926.6409266409266,1465.648854961832,1196.1448908013797,FE90FF,MBmot
Medial accesory oculomotor nucleus,MA3,76.0,21.0,97.0,0.008296875,0.007953125,0.01625,9160.075329566856,2640.471512770137,5900.2734211684965,FC8EFF,MBmot
Edinger-Westphal nucleus,EW,348.0,507.0,855.0,0.01075,0.01525,0.026,32372.093023255817,33245.901639344265,32808.99733130004,FE8FFC,MBmot
Trochlear nucleus,IV,30.0,35.0,65.0,0.003453125,0.003640625,0.00709375,8687.782805429864,9613.733905579398,9150.758355504631,FD90FF,MBmot
Paratrochlear nucleus,Pa4,25.0,10.0,35.0,0.007953125,0.0080625,0.016015625,3143.418467583497,1240.3100775193798,2191.8642725514383,FE8DFE,MBmot
Ventral tegmental nucleus,VTN,37.0,26.0,63.0,0.0186875,0.01909375,0.03778125,1979.933110367893,1361.7021276595744,1670.8176190137335,FC90FE,MBmot
Anterior tegmental nucleus,AT,30.0,25.0,55.0,0.021578125,0.0215,0.0430781249999999,1390.296886314265,1162.7906976744189,1276.543791994342,FD90FE,MBmot
Lateral terminal nucleus of the accessory optic tract,LT,4.0,3.0,7.0,0.00890625,0.009015625,0.0179218749999999,449.1228070175439,332.7556325823224,390.93921979993314,FE8FFE,MBmot
Dorsal terminal nucleus of the accessory optic tract,DT,56.0,40.0,96.0,0.005671875,0.00565625,0.011328125,9873.2782369146,7071.823204419889,8472.550720667245,FF8EFF,MBmot
Medial terminal nucleus of the accessory optic tract,MT,136.0,76.0,212.0,0.021546875,0.02146875,0.043015625,6311.820159535896,3540.0291120815136,4925.924635808705,FE8FFF,MBmot
"Midbrain, behavioral state related",MBsta,5184.0,4705.0,9889.0,0.901578125,0.921734375,1.8233125,5749.917679069687,5104.507467240765,5427.212573155226,FD8FFE,MB
"Substantia nigra, compact part",SNc,182.0,42.0,224.0,0.098421875,0.09890625,0.197328125,1849.1824099063344,424.6445497630332,1136.9134798346838,FFA6FD,MBsta
Pedunculopontine nucleus,PPN,1021.0,874.0,1895.0,0.44528125,0.445140625,0.890421875,2292.9328373920976,1963.4244796237144,2128.178658507906,FFA5FD,MBsta
Midbrain raphe nuclei,RAmb,3981.0,3789.0,7770.0,0.357875,0.3776875,0.7355625,11123.995808592386,10032.103259970214,10578.0495342813,FFA5FF,MBsta
Interfascicular nucleus raphe,IF,313.0,337.0,650.0,0.042578125,0.04428125,0.086859375,7351.192660550459,7610.444601270289,7480.818630910374,FFA6FF,RAmb
Interpeduncular nucleus,IPN,2323.0,1922.0,4245.0,0.175421875,0.18109375,0.356515625,13242.362162643629,10613.287316652286,11927.824739647956,FFA6FE,RAmb
"Interpeduncular nucleus, rostral",IPR,490.0,433.0,923.0,0.038875,0.041,0.079875,12604.501607717042,10560.975609756097,11582.73860873657,FFA4FE,IPN
"Interpeduncular nucleus, caudal",IPC,391.0,352.0,743.0,0.0328125,0.035359375,0.0681718749999999,11916.190476190475,9954.927087936368,10935.55878206342,FFA5FE,IPN
"Interpeduncular nucleus, apical",IPA,81.0,200.0,281.0,0.011953125,0.01353125,0.025484375,6776.470588235294,14780.600461893764,10778.53552506453,FEA6FE,IPN
"Interpeduncular nucleus, lateral",IPL,694.0,349.0,1043.0,0.031,0.030984375,0.061984375,22387.09677419355,11263.741805345437,16825.419289769492,FEA5FF,IPN
"Interpeduncular nucleus, intermediate",IPI,283.0,154.0,437.0,0.016546875,0.016328125,0.032875,17102.927289896128,9431.578947368422,13267.253118632274,FEA6FD,IPN
"Interpeduncular nucleus, dorsomedial",IPDM,51.0,104.0,155.0,0.009796875,0.009171875,0.01896875,5205.741626794258,11339.01192504259,8272.376775918425,FEA4FF,IPN
"Interpeduncular nucleus, dorsolateral",IPDL,56.0,82.0,138.0,0.018875,0.019015625,0.037890625,2966.887417218544,4312.243221035333,3639.5653191269375,FDA6FE,IPN
"Interpeduncular nucleus, rostrolateral",IPRL,231.0,137.0,368.0,0.009671875,0.009453125,0.019125,23883.68336025848,14492.561983471074,19188.122671864778,FEA5FE,IPN
Rostral linear nucleus raphe,RL,197.0,228.0,425.0,0.026359375,0.029046875,0.05540625,7473.621813870776,7849.381387842926,7661.501600856851,FEA6FF,RAmb
Central linear nucleus raphe,CLI,237.0,274.0,511.0,0.04115625,0.04228125,0.0834375,5758.542141230068,6480.413895048042,6119.478018139055,FFA4FF,RAmb
Dorsal nucleus raphe,DR,911.0,1028.0,1939.0,0.072359375,0.080984375,0.15334375,12589.937378535951,12693.80667567046,12641.872027103203,FDA6FF,RAmb
Hindbrain,HB,170663.0,142612.0,313275.0,23.794515625,23.88178125,47.676296875,7172.367056746926,5971.581370212911,6571.974213479918,FF9B87,BS
Pons,P,70800.0,69588.0,140388.0,8.338546875,8.36934375,16.707890625,8490.688013311672,8314.63040336944,8402.659208340556,FF9B88,HB
"Pons, sensory related",P-sen,10341.0,7837.0,18178.0,1.919203125,1.923828125,3.84303125,5388.17380260362,4073.648730964467,4730.911266784044,FFAC6D,P
Nucleus of the lateral lemniscus,NLL,948.0,573.0,1521.0,0.3616875,0.3621875,0.723875,2621.0471747019183,1582.053494391717,2101.550334546818,FFAC6F,P-sen
Principal sensory nucleus of the trigeminal,PSV,1983.0,725.0,2708.0,0.547578125,0.55128125,1.098859375,3621.4010557854185,1315.1181905787655,2468.259623182092,FFAE6F,P-sen
Parabrachial nucleus,PB,3477.0,2967.0,6444.0,0.56046875,0.560875,1.12134375,6203.735712294397,5289.948740806775,5746.842226550586,FFAD6D,P-sen
Koelliker-Fuse subnucleus,KF,592.0,505.0,1097.0,0.08771875,0.087625,0.17534375,6748.842180263627,5763.195435092725,6256.018807678176,FEAD6E,PB
Superior olivary complex,SOC,3933.0,3572.0,7505.0,0.44946875,0.449484375,0.898953125,8750.330250990753,7946.883581882018,8348.606916436385,FFAE6D,P-sen
"Superior olivary complex, periolivary region",POR,2563.0,2865.0,5428.0,0.182,0.18303125,0.36503125,14082.417582417584,15653.06470889534,14867.741145656462,FEAD6F,SOC
"Superior olivary complex, medial part",SOCm,129.0,147.0,276.0,0.098046875,0.097515625,0.1955625,1315.6972111553785,1507.4507290498318,1411.573970102605,FFAD6E,SOC
"Superior olivary complex, lateral part",SOCl,1241.0,560.0,1801.0,0.169421875,0.1689375,0.338359375,7324.910080236097,3314.835368109508,5319.872724172803,FEAE6E,SOC
"Pons, motor related",P-mot,34215.0,33649.0,67864.0,2.8958125,2.897453125,5.793265625,11815.33680098418,11613.302631082252,11714.319716033217,FFB886,P
Barrington's nucleus,B,192.0,65.0,257.0,0.007671875,0.007859375,0.01553125,25026.47657841141,8270.377733598409,16648.42715600491,FFBA86,P-mot
Dorsal tegmental nucleus,DTN,267.0,310.0,577.0,0.05184375,0.051859375,0.103703125,5150.090415913201,5977.704127749322,5563.897271831262,FEB985,P-mot
Posterodorsal tegmental nucleus,PDTg,75.0,145.0,220.0,0.023875,0.02396875,0.04784375,3141.361256544503,6049.543676662321,4595.452466603412,FFB984,P-mot
Pontine central gray,PCG,2064.0,1584.0,3648.0,0.27109375,0.27228125,0.5433749999999999,7613.602305475503,5817.514059451395,6715.558182463449,FFBA84,P-mot
Pontine gray,PG,20166.0,18645.0,38811.0,0.481984375,0.4820625,0.964046875,41839.530586442765,38677.55737067289,40258.54397855783,FFB885,P-mot
"Pontine reticular nucleus, caudal part",PRNc,2913.0,2770.0,5683.0,1.174078125,1.174015625,2.3480937500000003,2481.0955403840776,2359.4234531588963,2420.2594967714867,FDBA86,P-mot
Supragenual nucleus,SG,91.0,136.0,227.0,0.00859375,0.008765625,0.017359375,10589.090909090908,15515.151515151514,13052.121212121212,FFB986,P-mot
Supratrigeminal nucleus,SUT,657.0,574.0,1231.0,0.13021875,0.12978125,0.26,5045.356371490281,4422.826872140622,4734.091621815452,FEBA86,P-mot
Tegmental reticular nucleus,TRN,6613.0,8215.0,14828.0,0.3445625,0.3451875,0.68975,19192.454199165608,23798.66014847004,21495.557173817822,FEBA85,P-mot
Motor nucleus of trigeminal,V,420.0,435.0,855.0,0.177484375,0.177078125,0.3545625,2366.405493441324,2456.542839495279,2411.474166468301,FEB986,P-mot
Peritrigeminal zone,P5,335.0,255.0,590.0,0.1598125,0.16075,0.3205625,2096.206491982792,1586.3141524105754,1841.260322196684,FEB886,P-mot
Accessory trigeminal nucleus,Acs5,8.0,31.0,39.0,0.007234375,0.007046875,0.01428125,1105.8315334773215,4399.113082039911,2752.4723077586164,FDBA85,P-mot
Parvicellular motor 5 nucleus,PC5,400.0,449.0,849.0,0.035265625,0.03484375,0.070109375,11342.49003101462,12886.09865470852,12114.294342861567,FDB986,P-mot
Intertrigeminal nucleus,I5,14.0,35.0,49.0,0.02209375,0.021953125,0.044046875,633.6633663366337,1594.306049822064,1113.9847080793488,FEB984,P-mot
"Pons, behavioral state related",P-sat,6623.0,8531.0,15154.0,1.72528125,1.73153125,3.4568125,3838.794399463856,4926.853038315076,4382.823718889466,FFC195,P
Superior central nucleus raphe,CS,1719.0,3026.0,4745.0,0.2966875,0.30234375,0.59903125,5793.975142195071,10008.475452196382,7901.225297195727,FFC393,P-sat
Locus ceruleus,LC,44.0,153.0,197.0,0.007328125,0.00721875,0.014546875,6004.264392324094,21194.805194805194,13599.534793564644,FDC395,P-sat
Laterodorsal tegmental nucleus,LDT,1052.0,747.0,1799.0,0.102125,0.10184375,0.2039687499999999,10301.101591187273,7334.76526541884,8817.933428303057,FEC395,P-sat
Nucleus incertus,NI,286.0,496.0,782.0,0.051921875,0.053953125,0.105875,5508.27565452904,9193.165363452072,7350.7205089905565,FEC294,P-sat
Pontine reticular nucleus,PRNr,2859.0,3520.0,6379.0,1.182078125,1.181421875,2.3635,2418.6218656233063,2979.460660485908,2699.041263054607,FFC295,P-sat
Nucleus raphe pontis,RPO,230.0,340.0,570.0,0.048296875,0.048015625,0.0963125,4762.21287609188,7081.028311096648,5921.620593594264,FFC294,P-sat
Subceruleus nucleus,SLC,123.0,106.0,229.0,0.013171875,0.013296875,0.02646875,9338.078291814949,7971.797884841363,8654.938088328156,FEC394,P-sat
Sublaterodorsal nucleus,SLD,310.0,143.0,453.0,0.023671875,0.0234375,0.0471093749999999,13095.709570957097,6101.333333333333,9598.521452145214,FEC295,P-sat
Medulla,MY,99863.0,73024.0,172887.0,15.45596875,15.5124375,30.96840625,6461.128487983,4707.448458696449,5584.288473339724,FF9BCD,HB
"Medulla, sensory related",MY-sen,27217.0,17392.0,44609.0,3.966765625,3.969296875,7.9360625,6861.25740035372,4381.632452221151,5621.444926287435,FFA3D2,MY
Area postrema,AP,561.0,800.0,1361.0,0.025875,0.027203125,0.053078125,21681.159420289856,29408.38598506605,25544.772702677958,FFA5D0,MY-sen
Cochlear nuclei,CN,5202.0,5950.0,11152.0,0.81571875,0.813140625,1.628859375,6377.198023215722,7317.307507542131,6847.252765378927,FEA5D0,MY-sen
Dorsal cochlear nucleus,DCO,2437.0,1210.0,3647.0,0.306,0.305296875,0.6112968750000001,7964.0522875817,3963.355340600849,5963.703814091275,FEA5D1,CN
Ventral cochlear nucleus,VCO,2765.0,4740.0,7505.0,0.50971875,0.50784375,1.0175625,5424.560112807308,9333.57947203249,7379.069792419899,FEA4D2,CN
Dorsal column nuclei,DCN,1342.0,608.0,1950.0,0.207734375,0.207484375,0.4152187499999999,6460.172997367431,2930.341140146096,4695.257068756763,FDA3D2,MY-sen
